daycombo,unitbox,yday,year,f_rfid,m_rfid,Offset,Limit,FemFeed,MalFeed,FemTotal,MalTotal
4_7-163,4_7,163,2019,04198E3FCB,,2,136.5,98,NA,431,NA
4_7-164,4_7,164,2019,04198E3FCB,,3,136.5,2,NA,2,NA
4_7-165,4_7,165,2019,04198E3FCB,,4,55.5,1,NA,1,NA
4_71-160,4_71,160,2019,04198EA877,,1,136.5,7,NA,8,NA
4_71-161,4_71,161,2019,04198EA877,,2,136.5,15,NA,16,NA
4_71-162,4_71,162,2019,04198EA877,,3,136.5,17,NA,17,NA
4_71-163,4_71,163,2019,04198EA877,,4,55.5,13,NA,13,NA
4_71-164,4_71,164,2019,04198EA877,,5,55.5,14,NA,15,NA
4_71-165,4_71,165,2019,04198EA877,,6,55.5,30,NA,30,NA
4_71-166,4_71,166,2019,04198EA877,,7,36.5,23,NA,23,NA
4_71-167,4_71,167,2019,04198EA877,,8,36.5,32,NA,46,NA
4_71-168,4_71,168,2019,04198EA877,,9,36.5,117,NA,140,NA
4_71-169,4_71,169,2019,04198EA877,,10,20,86,NA,97,NA
4_71-170,4_71,170,2019,04198EA877,,11,20,90,NA,98,NA
4_71-171,4_71,171,2019,04198EA877,,12,20,80,NA,109,NA
4_71-172,4_71,172,2019,04198EA877,,13,11,52,NA,56,NA
4_71-173,4_71,173,2019,04198EA877,,14,11,38,NA,39,NA
4_71-174,4_71,174,2019,04198EA877,,15,11,60,NA,65,NA
4_71-175,4_71,175,2019,04198EA877,,16,25.5,94,NA,105,NA
4_71-176,4_71,176,2019,04198EA877,,17,25.5,34,NA,41,NA
4_71-177,4_71,177,2019,04198EA877,,18,25.5,19,NA,22,NA
4_71-178,4_71,178,2019,04198EA877,,19,NA,NA,NA,12,NA
4_71-179,4_71,179,2019,04198EA877,,20,NA,NA,NA,1,NA
4_78-158,4_78,158,2019,04198E995E,,1,136.5,45,NA,108,NA
4_78-159,4_78,159,2019,04198E995E,,2,136.5,46,NA,58,NA
4_78-160,4_78,160,2019,04198E995E,,3,136.5,62,NA,84,NA
4_78-161,4_78,161,2019,04198E995E,,4,55.5,49,NA,51,NA
4_78-162,4_78,162,2019,04198E995E,,5,55.5,45,NA,46,NA
4_78-163,4_78,163,2019,04198E995E,,6,55.5,23,NA,24,NA
4_78-164,4_78,164,2019,04198E995E,,7,36.5,37,NA,37,NA
4_78-165,4_78,165,2019,04198E995E,,8,36.5,67,NA,71,NA
4_78-166,4_78,166,2019,04198E995E,,9,36.5,176,NA,199,NA
4_78-167,4_78,167,2019,04198E995E,,10,20,60,NA,68,NA
4_80-158,4_80,158,2019,04198EAC13,,1,136.5,12,NA,24,NA
4_80-159,4_80,159,2019,04198EAC13,,2,136.5,23,NA,75,NA
4_80-160,4_80,160,2019,04198EAC13,,3,136.5,11,NA,12,NA
4_80-161,4_80,161,2019,04198EAC13,,4,55.5,11,NA,12,NA
4_84-165,4_84,165,2019,04198E2105,,1,136.5,99,NA,164,NA
4_84-166,4_84,166,2019,04198E2105,,2,136.5,103,NA,440,NA
4_84-167,4_84,167,2019,04198E2105,,3,136.5,97,NA,187,NA
4_84-168,4_84,168,2019,04198E2105,,4,55.5,188,NA,1182,NA
4_84-169,4_84,169,2019,04198E2105,,5,55.5,169,NA,1015,NA
4_84-170,4_84,170,2019,04198E2105,,6,55.5,205,NA,1445,NA
4_84-171,4_84,171,2019,04198E2105,,7,36.5,167,NA,637,NA
4_84-172,4_84,172,2019,04198E2105,,8,36.5,224,NA,652,NA
4_84-173,4_84,173,2019,04198E2105,,9,36.5,237,NA,769,NA
4_84-174,4_84,174,2019,04198E2105,,10,20,312,NA,1092,NA
4_84-175,4_84,175,2019,04198E2105,,11,20,252,NA,712,NA
4_84-176,4_84,176,2019,04198E2105,,12,20,247,NA,413,NA
4_84-177,4_84,177,2019,04198E2105,,13,11,278,NA,599,NA
4_84-178,4_84,178,2019,04198E2105,,14,11,236,NA,667,NA
4_84-179,4_84,179,2019,04198E2105,,15,11,228,NA,593,NA
4_84-180,4_84,180,2019,04198E2105,,16,25.5,122,NA,264,NA
4_84-181,4_84,181,2019,04198E2105,,17,25.5,59,NA,126,NA
4_84-182,4_84,182,2019,04198E2105,,18,25.5,27,NA,37,NA
4_84-183,4_84,183,2019,04198E2105,,19,NA,NA,NA,14,NA
4_87-159,4_87,159,2019,04198E12B6,,1,136.5,25,NA,29,NA
4_87-160,4_87,160,2019,04198E12B6,,2,136.5,30,NA,34,NA
4_87-164,4_87,164,2019,04198E12B6,,6,55.5,87,NA,184,NA
4_87-165,4_87,165,2019,04198E12B6,,7,36.5,198,NA,291,NA
4_87-166,4_87,166,2019,04198E12B6,,8,36.5,152,NA,244,NA
4_87-167,4_87,167,2019,04198E12B6,,9,36.5,97,NA,125,NA
4_87-168,4_87,168,2019,04198E12B6,,10,20,237,NA,494,NA
4_87-169,4_87,169,2019,04198E12B6,,11,20,221,NA,521,NA
4_87-170,4_87,170,2019,04198E12B6,,12,20,287,NA,984,NA
4_87-171,4_87,171,2019,04198E12B6,,13,11,109,NA,219,NA
4_87-172,4_87,172,2019,04198E12B6,,14,11,252,NA,643,NA
4_87-173,4_87,173,2019,04198E12B6,,15,11,226,NA,701,NA
4_87-174,4_87,174,2019,04198E12B6,,16,25.5,292,NA,1640,NA
4_87-175,4_87,175,2019,04198E12B6,,17,25.5,159,NA,760,NA
4_87-176,4_87,176,2019,04198E12B6,,18,25.5,140,NA,396,NA
4_87-177,4_87,177,2019,04198E12B6,,19,NA,NA,NA,349,NA
4_87-178,4_87,178,2019,04198E12B6,,20,NA,NA,NA,120,NA
4_93-160,4_93,160,2019,04198E4CEE,,1,136.5,10,NA,11,NA
4_93-161,4_93,161,2019,04198E4CEE,,2,136.5,14,NA,21,NA
4_93-162,4_93,162,2019,04198E4CEE,,3,136.5,3,NA,3,NA
4_93-166,4_93,166,2019,04198E4CEE,,7,36.5,90,NA,261,NA
4_93-167,4_93,167,2019,04198E4CEE,,8,36.5,59,NA,82,NA
4_93-168,4_93,168,2019,04198E4CEE,,9,36.5,158,NA,267,NA
4_93-169,4_93,169,2019,04198E4CEE,,10,20,141,NA,372,NA
4_93-170,4_93,170,2019,04198E4CEE,,11,20,171,NA,320,NA
4_93-171,4_93,171,2019,04198E4CEE,,12,20,101,NA,175,NA
4_93-172,4_93,172,2019,04198E4CEE,,13,11,121,NA,167,NA
4_93-173,4_93,173,2019,04198E4CEE,,14,11,139,NA,640,NA
4_93-174,4_93,174,2019,04198E4CEE,,15,11,148,NA,752,NA
4_93-175,4_93,175,2019,04198E4CEE,,16,25.5,142,NA,536,NA
4_93-176,4_93,176,2019,04198E4CEE,,17,25.5,74,NA,421,NA
4_93-177,4_93,177,2019,04198E4CEE,,18,25.5,42,NA,209,NA
4_93-178,4_93,178,2019,04198E4CEE,,19,NA,NA,NA,77,NA
4_93-179,4_93,179,2019,04198E4CEE,,20,NA,NA,NA,17,NA
4_93-180,4_93,180,2019,04198E4CEE,,21,NA,NA,NA,8,NA
4_94-156,4_94,156,2019,04195984C1,,1,136.5,26,NA,27,NA
4_94-157,4_94,157,2019,04195984C1,,2,136.5,44,NA,48,NA
4_94-158,4_94,158,2019,04195984C1,,3,136.5,35,NA,41,NA
4_94-159,4_94,159,2019,04195984C1,,4,55.5,69,NA,71,NA
4_94-160,4_94,160,2019,04195984C1,,5,55.5,67,NA,76,NA
4_94-161,4_94,161,2019,04195984C1,,6,55.5,46,NA,52,NA
4_94-162,4_94,162,2019,04195984C1,,7,36.5,58,NA,69,NA
4_94-163,4_94,163,2019,04195984C1,,8,36.5,106,NA,111,NA
4_94-164,4_94,164,2019,04195984C1,,9,36.5,46,NA,51,NA
4_94-165,4_94,165,2019,04195984C1,,10,20,120,NA,184,NA
4_94-166,4_94,166,2019,04195984C1,,11,20,129,NA,160,NA
4_94-167,4_94,167,2019,04195984C1,,12,20,88,NA,136,NA
4_94-168,4_94,168,2019,04195984C1,,13,11,163,NA,265,NA
4_94-169,4_94,169,2019,04195984C1,,14,11,134,NA,236,NA
4_94-170,4_94,170,2019,04195984C1,,15,11,158,NA,267,NA
4_94-171,4_94,171,2019,04195984C1,,16,25.5,104,NA,179,NA
4_94-172,4_94,172,2019,04195984C1,,17,25.5,63,NA,116,NA
4_94-173,4_94,173,2019,04195984C1,,18,25.5,59,NA,123,NA
4_94-174,4_94,174,2019,04195984C1,,19,NA,NA,NA,101,NA
4_94-175,4_94,175,2019,04195984C1,,20,NA,NA,NA,37,NA
4_95-163,4_95,163,2019,04198E4711,,2,136.5,NA,NA,1,NA
4_95-164,4_95,164,2019,04198E4711,,3,136.5,5,NA,6,NA
4_95-168,4_95,168,2019,04198E4711,,7,36.5,28,NA,29,NA
4_95-169,4_95,169,2019,04198E4711,,8,36.5,27,NA,27,NA
4_95-170,4_95,170,2019,04198E4711,,9,36.5,42,NA,42,NA
4_95-171,4_95,171,2019,04198E4711,,10,20,24,NA,25,NA
4_95-172,4_95,172,2019,04198E4711,,11,20,54,NA,55,NA
4_95-173,4_95,173,2019,04198E4711,,12,20,42,NA,47,NA
4_95-174,4_95,174,2019,04198E4711,,13,11,69,NA,71,NA
4_95-175,4_95,175,2019,04198E4711,,14,11,76,NA,81,NA
4_95-176,4_95,176,2019,04198E4711,,15,11,64,NA,66,NA
4_95-177,4_95,177,2019,04198E4711,,16,25.5,112,NA,128,NA
4_95-178,4_95,178,2019,04198E4711,,17,25.5,99,NA,108,NA
4_95-179,4_95,179,2019,04198E4711,,18,25.5,70,NA,82,NA
4_95-180,4_95,180,2019,04198E4711,,19,NA,NA,NA,56,NA
4_95-181,4_95,181,2019,04198E4711,,20,NA,NA,NA,21,NA
4_95-182,4_95,182,2019,04198E4711,,21,NA,NA,NA,30,NA
4_95-183,4_95,183,2019,04198E4711,,22,NA,NA,NA,17,NA
4_97-156,4_97,156,2019,04198E2053,,1,136.5,38,NA,64,NA
4_97-157,4_97,157,2019,04198E2053,,2,136.5,34,NA,35,NA
4_97-158,4_97,158,2019,04198E2053,,3,136.5,62,NA,91,NA
4_97-159,4_97,159,2019,04198E2053,,4,55.5,71,NA,109,NA
4_97-160,4_97,160,2019,04198E2053,,5,55.5,73,NA,163,NA
4_97-161,4_97,161,2019,04198E2053,,6,55.5,67,NA,99,NA
4_97-162,4_97,162,2019,04198E2053,,7,36.5,76,NA,87,NA
4_97-163,4_97,163,2019,04198E2053,,8,36.5,106,NA,156,NA
4_97-164,4_97,164,2019,04198E2053,,9,36.5,79,NA,94,NA
4_97-165,4_97,165,2019,04198E2053,,10,20,109,NA,135,NA
4_97-166,4_97,166,2019,04198E2053,,11,20,109,NA,130,NA
4_97-167,4_97,167,2019,04198E2053,,12,20,29,NA,36,NA
4_97-168,4_97,168,2019,04198E2053,,13,11,115,NA,134,NA
4_97-169,4_97,169,2019,04198E2053,,14,11,83,NA,136,NA
4_97-170,4_97,170,2019,04198E2053,,15,11,99,NA,127,NA
4_97-171,4_97,171,2019,04198E2053,,16,25.5,75,NA,98,NA
4_97-172,4_97,172,2019,04198E2053,,17,25.5,75,NA,99,NA
4_97-173,4_97,173,2019,04198E2053,,18,25.5,66,NA,82,NA
4_97-174,4_97,174,2019,04198E2053,,19,NA,NA,NA,26,NA
4_97-175,4_97,175,2019,04198E2053,,20,NA,NA,NA,23,NA
L_39-150,L_39,150,2019,04198E650B,,1,136.5,99,NA,450,NA
L_39-151,L_39,151,2019,04198E650B,,2,136.5,114,NA,564,NA
L_39-152,L_39,152,2019,04198E650B,,3,136.5,117,NA,484,NA
L_39-153,L_39,153,2019,04198E650B,,4,55.5,146,NA,364,NA
L_39-154,L_39,154,2019,04198E650B,,5,55.5,135,NA,208,NA
L_39-155,L_39,155,2019,04198E650B,,6,55.5,172,NA,372,NA
L_39-156,L_39,156,2019,04198E650B,,7,36.5,236,NA,745,NA
L_39-157,L_39,157,2019,04198E650B,,8,36.5,230,NA,1193,NA
L_39-158,L_39,158,2019,04198E650B,,9,36.5,272,NA,1654,NA
L_39-159,L_39,159,2019,04198E650B,,10,20,343,NA,1743,NA
L_39-160,L_39,160,2019,04198E650B,,11,20,344,NA,1011,NA
L_39-161,L_39,161,2019,04198E650B,,12,20,279,NA,658,NA
L_39-162,L_39,162,2019,04198E650B,,13,11,279,NA,715,NA
L_39-163,L_39,163,2019,04198E650B,,14,11,302,NA,785,NA
L_39-164,L_39,164,2019,04198E650B,,15,11,169,NA,556,NA
L_39-165,L_39,165,2019,04198E650B,,16,25.5,176,NA,674,NA
L_39-166,L_39,166,2019,04198E650B,,17,25.5,249,NA,1008,NA
L_39-167,L_39,167,2019,04198E650B,,18,25.5,119,NA,474,NA
L_39-168,L_39,168,2019,04198E650B,,19,NA,NA,NA,733,NA
L_39-169,L_39,169,2019,04198E650B,,20,NA,NA,NA,370,NA
L_39-170,L_39,170,2019,04198E650B,,21,NA,NA,NA,151,NA
L_41-149,L_41,149,2019,04198E080D,,1,136.5,117,NA,252,NA
L_41-150,L_41,150,2019,04198E080D,,2,136.5,125,NA,376,NA
L_41-151,L_41,151,2019,04198E080D,,3,136.5,132,NA,457,NA
L_41-152,L_41,152,2019,04198E080D,,4,55.5,230,NA,855,NA
L_41-153,L_41,153,2019,04198E080D,,5,55.5,157,NA,276,NA
L_41-154,L_41,154,2019,04198E080D,,6,55.5,156,NA,228,NA
L_41-155,L_41,155,2019,04198E080D,,7,36.5,275,NA,421,NA
L_41-156,L_41,156,2019,04198E080D,,8,36.5,223,NA,744,NA
L_41-157,L_41,157,2019,04198E080D,,9,36.5,226,NA,341,NA
L_41-158,L_41,158,2019,04198E080D,,10,20,336,NA,543,NA
L_41-159,L_41,159,2019,04198E080D,,11,20,372,NA,963,NA
L_41-160,L_41,160,2019,04198E080D,,12,20,295,NA,684,NA
L_41-161,L_41,161,2019,04198E080D,,13,11,259,NA,395,NA
L_41-162,L_41,162,2019,04198E080D,,14,11,217,NA,457,NA
L_41-163,L_41,163,2019,04198E080D,,15,11,306,NA,786,NA
L_41-164,L_41,164,2019,04198E080D,,16,25.5,121,NA,308,NA
L_41-165,L_41,165,2019,04198E080D,,17,25.5,184,NA,574,NA
L_41-166,L_41,166,2019,04198E080D,,18,25.5,271,NA,859,NA
L_41-167,L_41,167,2019,04198E080D,,19,NA,NA,NA,178,NA
L_41-168,L_41,168,2019,04198E080D,,20,NA,NA,NA,1193,NA
L_41-169,L_41,169,2019,04198E080D,,21,NA,NA,NA,525,NA
L_41-170,L_41,170,2019,04198E080D,,22,NA,NA,NA,455,NA
L_41-171,L_41,171,2019,04198E080D,,23,NA,NA,NA,11,NA
TH_106-156,TH_106,156,2019,04198E3830,,1,136.5,6,NA,7,NA
TH_106-157,TH_106,157,2019,04198E3830,,2,136.5,13,NA,14,NA
TH_106-158,TH_106,158,2019,04198E3830,,3,136.5,16,NA,17,NA
TH_106-159,TH_106,159,2019,04198E3830,,4,55.5,23,NA,25,NA
TH_106-160,TH_106,160,2019,04198E3830,,5,55.5,20,NA,23,NA
TH_106-161,TH_106,161,2019,04198E3830,,6,55.5,14,NA,17,NA
TH_106-162,TH_106,162,2019,04198E3830,,7,36.5,15,NA,15,NA
TH_106-163,TH_106,163,2019,04198E3830,,8,36.5,28,NA,29,NA
TH_106-164,TH_106,164,2019,04198E3830,,9,36.5,12,NA,12,NA
TH_106-165,TH_106,165,2019,04198E3830,,10,20,24,NA,26,NA
TH_106-166,TH_106,166,2019,04198E3830,,11,20,27,NA,27,NA
TH_106-167,TH_106,167,2019,04198E3830,,12,20,14,NA,17,NA
TH_106-168,TH_106,168,2019,04198E3830,,13,11,41,NA,43,NA
TH_106-169,TH_106,169,2019,04198E3830,,14,11,54,NA,59,NA
TH_106-170,TH_106,170,2019,04198E3830,,15,11,141,NA,172,NA
TH_106-171,TH_106,171,2019,04198E3830,,16,25.5,34,NA,40,NA
TH_106-175,TH_106,175,2019,04198E3830,,20,NA,NA,NA,18,NA
TH_106-176,TH_106,176,2019,04198E3830,,21,NA,NA,NA,3,NA
TH_106-177,TH_106,177,2019,04198E3830,,22,NA,NA,NA,2,NA
TH_11-155,TH_11,155,2019,04198EA1A7,,1,136.5,74,NA,86,NA
TH_11-156,TH_11,156,2019,04198EA1A7,,2,136.5,83,NA,107,NA
TH_11-157,TH_11,157,2019,04198EA1A7,,3,136.5,79,NA,91,NA
TH_11-158,TH_11,158,2019,04198EA1A7,,4,55.5,79,NA,92,NA
TH_11-159,TH_11,159,2019,04198EA1A7,,5,55.5,121,NA,136,NA
TH_11-160,TH_11,160,2019,04198EA1A7,,6,55.5,116,NA,141,NA
TH_11-161,TH_11,161,2019,04198EA1A7,,7,36.5,102,NA,118,NA
TH_11-162,TH_11,162,2019,04198EA1A7,,8,36.5,95,NA,104,NA
TH_11-163,TH_11,163,2019,04198EA1A7,,9,36.5,156,NA,197,NA
TH_11-164,TH_11,164,2019,04198EA1A7,,10,20,153,NA,178,NA
TH_11-165,TH_11,165,2019,04198EA1A7,,11,20,102,NA,178,NA
TH_11-166,TH_11,166,2019,04198EA1A7,,12,20,160,NA,282,NA
TH_11-167,TH_11,167,2019,04198EA1A7,,13,11,146,NA,259,NA
TH_121-157,TH_121,157,2019,04198E9E60,,1,136.5,29,NA,35,NA
TH_121-158,TH_121,158,2019,04198E9E60,,2,136.5,52,NA,56,NA
TH_121-159,TH_121,159,2019,04198E9E60,,3,136.5,81,NA,101,NA
TH_121-160,TH_121,160,2019,04198E9E60,,4,55.5,103,NA,110,NA
TH_121-161,TH_121,161,2019,04198E9E60,,5,55.5,68,NA,74,NA
TH_121-162,TH_121,162,2019,04198E9E60,,6,55.5,97,NA,122,NA
TH_121-163,TH_121,163,2019,04198E9E60,,7,36.5,164,NA,173,NA
TH_121-164,TH_121,164,2019,04198E9E60,,8,36.5,107,NA,124,NA
TH_121-165,TH_121,165,2019,04198E9E60,,9,36.5,233,NA,337,NA
TH_121-166,TH_121,166,2019,04198E9E60,,10,20,81,NA,109,NA
TH_134-160,TH_134,160,2019,04198E66E3,,1,136.5,106,NA,152,NA
TH_134-161,TH_134,161,2019,04198E66E3,,2,136.5,80,NA,123,NA
TH_134-162,TH_134,162,2019,04198E66E3,,3,136.5,113,NA,212,NA
TH_134-163,TH_134,163,2019,04198E66E3,,4,55.5,158,NA,402,NA
TH_134-164,TH_134,164,2019,04198E66E3,,5,55.5,56,NA,67,NA
TH_134-165,TH_134,165,2019,04198E66E3,,6,55.5,5,NA,6,NA
TH_3-156,TH_3,156,2019,04198E84C8,,1,136.5,43,NA,48,NA
TH_3-157,TH_3,157,2019,04198E84C8,,2,136.5,37,NA,39,NA
TH_3-158,TH_3,158,2019,04198E84C8,,3,136.5,25,NA,25,NA
TH_3-159,TH_3,159,2019,04198E84C8,,4,55.5,36,NA,37,NA
TH_3-160,TH_3,160,2019,04198E84C8,,5,55.5,31,NA,32,NA
TH_3-161,TH_3,161,2019,04198E84C8,,6,55.5,26,NA,27,NA
TH_3-162,TH_3,162,2019,04198E84C8,,7,36.5,42,NA,44,NA
TH_3-163,TH_3,163,2019,04198E84C8,,8,36.5,41,NA,41,NA
TH_3-164,TH_3,164,2019,04198E84C8,,9,36.5,31,NA,32,NA
TH_3-165,TH_3,165,2019,04198E84C8,,10,20,44,NA,45,NA
TH_3-166,TH_3,166,2019,04198E84C8,,11,20,46,NA,46,NA
TH_3-167,TH_3,167,2019,04198E84C8,,12,20,28,NA,29,NA
TH_3-168,TH_3,168,2019,04198E84C8,,13,11,41,NA,42,NA
TH_3-169,TH_3,169,2019,04198E84C8,,14,11,81,NA,85,NA
TH_3-170,TH_3,170,2019,04198E84C8,,15,11,58,NA,58,NA
TH_3-171,TH_3,171,2019,04198E84C8,,16,25.5,89,NA,95,NA
TH_3-172,TH_3,172,2019,04198E84C8,,17,25.5,103,NA,115,NA
TH_3-173,TH_3,173,2019,04198E84C8,,18,25.5,46,NA,52,NA
TH_3-174,TH_3,174,2019,04198E84C8,,19,NA,NA,NA,20,NA
TH_3-175,TH_3,175,2019,04198E84C8,,20,NA,NA,NA,19,NA
TH_3-176,TH_3,176,2019,04198E84C8,,21,NA,NA,NA,4,NA
TH_51-158,TH_51,158,2019,04198E5A7E,04198E409B,1,136.5,59,NA,80,NA
TH_51-159,TH_51,159,2019,04198E5A7E,04198E409B,2,136.5,80,NA,117,NA
TH_51-160,TH_51,160,2019,04198E5A7E,04198E409B,3,136.5,71,NA,93,NA
TH_51-161,TH_51,161,2019,04198E5A7E,04198E409B,4,55.5,49,NA,81,NA
TH_51-162,TH_51,162,2019,04198E5A7E,04198E409B,5,55.5,81,NA,100,NA
TH_51-163,TH_51,163,2019,04198E5A7E,04198E409B,6,55.5,107,138,183,369
TH_51-164,TH_51,164,2019,04198E5A7E,04198E409B,7,36.5,72,129,83,271
TH_51-165,TH_51,165,2019,04198E5A7E,04198E409B,8,36.5,22,35,25,75
TH_51-166,TH_51,166,2019,04198E5A7E,04198E409B,9,36.5,18,25,31,76
TH_51-167,TH_51,167,2019,04198E5A7E,04198E409B,10,20,3,9,3,15
TH_51-168,TH_51,168,2019,04198E5A7E,04198E409B,11,20,168,229,207,758
TH_51-169,TH_51,169,2019,04198E5A7E,04198E409B,12,20,133,227,166,1364
TH_51-170,TH_51,170,2019,04198E5A7E,04198E409B,13,11,175,198,207,1312
TH_51-171,TH_51,171,2019,04198E5A7E,04198E409B,14,11,75,209,83,877
TH_51-172,TH_51,172,2019,04198E5A7E,04198E409B,15,11,131,271,152,999
TH_51-173,TH_51,173,2019,04198E5A7E,04198E409B,16,25.5,110,277,146,1049
TH_51-174,TH_51,174,2019,04198E5A7E,04198E409B,17,25.5,146,219,261,1415
TH_51-175,TH_51,175,2019,04198E5A7E,04198E409B,18,25.5,126,186,204,1011
TH_51-176,TH_51,176,2019,04198E5A7E,04198E409B,19,NA,NA,NA,177,791
TH_51-177,TH_51,177,2019,04198E5A7E,04198E409B,20,NA,NA,NA,148,290
TH_51-178,TH_51,178,2019,04198E5A7E,04198E409B,21,NA,NA,NA,44,114
TH_97-162,TH_97,162,2019,04198E8D99,,1,136.5,2,NA,3,NA
TH_97-163,TH_97,163,2019,04198E8D99,,2,136.5,4,NA,4,NA
TH_97-164,TH_97,164,2019,04198E8D99,,3,136.5,4,NA,4,NA
TH_97-165,TH_97,165,2019,04198E8D99,,4,55.5,4,NA,4,NA
TH_97-166,TH_97,166,2019,04198E8D99,,5,55.5,10,NA,10,NA
TH_97-167,TH_97,167,2019,04198E8D99,,6,55.5,8,NA,8,NA
TH_97-168,TH_97,168,2019,04198E8D99,,7,36.5,26,NA,26,NA
TH_97-169,TH_97,169,2019,04198E8D99,,8,36.5,39,NA,42,NA
TH_97-170,TH_97,170,2019,04198E8D99,,9,36.5,77,NA,79,NA
TH_97-171,TH_97,171,2019,04198E8D99,,10,20,20,NA,20,NA
TH_97-172,TH_97,172,2019,04198E8D99,,11,20,33,NA,35,NA
TH_97-173,TH_97,173,2019,04198E8D99,,12,20,70,NA,80,NA
TH_97-174,TH_97,174,2019,04198E8D99,,13,11,61,NA,66,NA
TH_97-175,TH_97,175,2019,04198E8D99,,14,11,71,NA,87,NA
TH_97-176,TH_97,176,2019,04198E8D99,,15,11,51,NA,52,NA
TH_97-177,TH_97,177,2019,04198E8D99,,16,25.5,81,NA,88,NA
TH_97-178,TH_97,178,2019,04198E8D99,,17,25.5,91,NA,98,NA
TH_97-179,TH_97,179,2019,04198E8D99,,18,25.5,46,NA,55,NA
TH_97-180,TH_97,180,2019,04198E8D99,,19,NA,NA,NA,28,NA
TH_97-181,TH_97,181,2019,04198E8D99,,20,NA,NA,NA,34,NA
TH_97-182,TH_97,182,2019,04198E8D99,,21,NA,NA,NA,31,NA
TH_97-183,TH_97,183,2019,04198E8D99,,22,NA,NA,NA,23,NA
TH_97-184,TH_97,184,2019,04198E8D99,,23,NA,NA,NA,7,NA
