Individual_Band,Site,Nest,Sex,Experiment,Treatment,Capture_Date,Age,Mass,Bill+Head,Flat_Wing,bk,Bacteria_Killing_Assay,positive,bka_date,Plasma_Analyzed,Attempt_Number,Clutch_Initiation_Date,Clutch_Size,Brood_Size_Hatching,Day6_Brood_Mass,Nest_Fate_Date,Nest_Fate,.fledged,ylaydate,Treatment2,Nestling_Band,Nestling_Banding_Date,Current_Brood_Size,Nestling_Mass,Nestling_Flat_Wing,Genetic_Mom,Genetic_Dad,Nestling_Fate,Adult_or_Nestling,temp,Unit_Box
278172097,Unit_1,306,F,Water,Water,2019-05-25,SY,22,20.3,117,NA,NA,NA,NA,NA,1,2019-05-13,6,6,NA,2019-06-25,Fledged,5,133,Water,278172261,2019-06-13,6,19.5,46,NA,NA,Died,Nestling,16.4843750002708,Unit_1_306
278172100,Unit_1,437,F,Water,Water,2019-05-27,SY,23.5,28.6,113,0.911764705882353,0.0882352941176471,102,2019-05-27,Stress/1st,1,2019-05-14,5,4,NA,2019-06-26,Fledged,4,134,Water,281128606,2019-06-14,4,17,44.5,NA,NA,Fledged,Nestling,16.3078703705,Unit_1_437
278172100,Unit_1,437,F,Water,Water,2019-05-27,SY,23.5,28.6,113,0.911764705882353,0.0882352941176471,102,2019-05-27,Stress/1st,1,2019-05-14,5,4,NA,2019-06-26,Fledged,4,134,Water,281128607,2019-06-14,4,19,45,NA,NA,Fledged,Nestling,16.3078703705,Unit_1_437
278172100,Unit_1,437,F,Water,Water,2019-05-27,SY,23.5,28.6,113,0.911764705882353,0.0882352941176471,102,2019-05-27,Stress/1st,1,2019-05-14,5,4,NA,2019-06-26,Fledged,4,134,Water,281128608,2019-06-14,4,18,49,NA,NA,Fledged,Nestling,16.3078703705,Unit_1_437
278172100,Unit_1,437,F,Water,Water,2019-05-27,SY,23.5,28.6,113,0.911764705882353,0.0882352941176471,102,2019-05-27,Stress/1st,1,2019-05-14,5,4,NA,2019-06-26,Fledged,4,134,Water,281128609,2019-06-14,4,17.75,47,NA,NA,Fledged,Nestling,16.3078703705,Unit_1_437
278172145,Unit_2,37,F,Water,Water,2019-06-13,ASY,21,28.7,119,NA,NA,NA,NA,NA,1,2019-06-02,5,5,50,2019-07-13,Fledged,4,153,Water,281128542,2019-07-01,4,25.75,55,NA,NA,Fledged,Nestling,20.7465277777604,Unit_2_37
278172145,Unit_2,37,F,Water,Water,2019-06-13,ASY,21,28.7,119,NA,NA,NA,NA,NA,1,2019-06-02,5,5,50,2019-07-13,Fledged,4,153,Water,281128543,2019-07-01,4,24.75,52,NA,NA,Fledged,Nestling,20.7465277777604,Unit_2_37
278172145,Unit_2,37,F,Water,Water,2019-06-13,ASY,21,28.7,119,NA,NA,NA,NA,NA,1,2019-06-02,5,5,50,2019-07-13,Fledged,4,153,Water,281128544,2019-07-01,4,24.75,56,NA,NA,Fledged,Nestling,20.7465277777604,Unit_2_37
278172145,Unit_2,37,F,Water,Water,2019-06-13,ASY,21,28.7,119,NA,NA,NA,NA,NA,1,2019-06-02,5,5,50,2019-07-13,Fledged,4,153,Water,281128545,2019-07-01,4,23.5,58,NA,NA,Fledged,Nestling,20.7465277777604,Unit_2_37
278172147,Unit_2,101,F,Color_Stressor,Predator,2019-05-23,ASY,22.5,29,115,NA,NA,NA,NA,NA,1,2019-05-11,6,5,52,2019-06-25,Fledged,3,131,Predator_Dull,278172272,2019-06-13,5,18.5,54,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_101
278172147,Unit_2,101,F,Color_Stressor,Predator,2019-05-23,ASY,22.5,29,115,NA,NA,NA,NA,NA,1,2019-05-11,6,5,52,2019-06-25,Fledged,3,131,Predator_Dull,278172273,2019-06-13,5,19.5,53,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_101
278172147,Unit_2,101,F,Color_Stressor,Predator,2019-05-23,ASY,22.5,29,115,NA,NA,NA,NA,NA,1,2019-05-11,6,5,52,2019-06-25,Fledged,3,131,Predator_Dull,278172274,2019-06-13,5,16.5,44,NA,NA,Died,Nestling,16.4843750002708,Unit_2_101
278172147,Unit_2,101,F,Color_Stressor,Predator,2019-05-23,ASY,22.5,29,115,NA,NA,NA,NA,NA,1,2019-05-11,6,5,52,2019-06-25,Fledged,3,131,Predator_Dull,278172275,2019-06-13,5,16.5,48,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_101
278172147,Unit_2,101,F,Color_Stressor,Predator,2019-05-23,ASY,22.5,29,115,NA,NA,NA,NA,NA,1,2019-05-11,6,5,52,2019-06-25,Fledged,3,131,Predator_Dull,278172276,2019-06-13,5,20,55,NA,NA,Died,Nestling,16.4843750002708,Unit_2_101
278172149,Unit_2,109,F,Color_Stressor,Control_,2019-05-24,SY,20.5,28.6,116,0.333333333333333,0.666666666666667,130.5,2019-05-29,Base/2nd,1,2019-05-13,5,5,61,2019-06-25,Fledged,3,133,Control_Dull,278171887,2019-06-13,5,16.5,48,NA,NA,Died,Nestling,16.4843750002708,Unit_2_109
278172149,Unit_2,109,F,Color_Stressor,Control_,2019-05-24,SY,20.5,28.6,116,0.333333333333333,0.666666666666667,130.5,2019-05-29,Base/2nd,1,2019-05-13,5,5,61,2019-06-25,Fledged,3,133,Control_Dull,278171888,2019-06-13,5,17.5,51,NA,NA,Died,Nestling,16.4843750002708,Unit_2_109
278172149,Unit_2,109,F,Color_Stressor,Control_,2019-05-24,SY,20.5,28.6,116,0.333333333333333,0.666666666666667,130.5,2019-05-29,Base/2nd,1,2019-05-13,5,5,61,2019-06-25,Fledged,3,133,Control_Dull,278171889,2019-06-13,5,17,53,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_109
278172149,Unit_2,109,F,Color_Stressor,Control_,2019-05-24,SY,20.5,28.6,116,0.333333333333333,0.666666666666667,130.5,2019-05-29,Base/2nd,1,2019-05-13,5,5,61,2019-06-25,Fledged,3,133,Control_Dull,278171890,2019-06-13,5,18,53.5,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_109
278172149,Unit_2,109,F,Color_Stressor,Control_,2019-05-24,SY,20.5,28.6,116,0.333333333333333,0.666666666666667,130.5,2019-05-29,Base/2nd,1,2019-05-13,5,5,61,2019-06-25,Fledged,3,133,Control_Dull,278171891,2019-06-13,5,18.5,54,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_109
278172150,Unit_2,80,F,Color_Stressor,Control_,2019-05-24,SY,21.5,28.9,117,1.02681992337165,-0.0268199233716476,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,6,70,2019-06-25,Fledged,1,132,Control_Dull,281128727,2019-06-13,6,18.5,47,NA,NA,Died,Nestling,16.4843750002708,Unit_2_80
278172150,Unit_2,80,F,Color_Stressor,Control_,2019-05-24,SY,21.5,28.9,117,1.02681992337165,-0.0268199233716476,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,6,70,2019-06-25,Fledged,1,132,Control_Dull,281128728,2019-06-13,6,15.5,48,NA,NA,Died,Nestling,16.4843750002708,Unit_2_80
278172150,Unit_2,80,F,Color_Stressor,Control_,2019-05-24,SY,21.5,28.9,117,1.02681992337165,-0.0268199233716476,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,6,70,2019-06-25,Fledged,1,132,Control_Dull,281128729,2019-06-13,6,15.75,49,NA,NA,Died,Nestling,16.4843750002708,Unit_2_80
278172150,Unit_2,80,F,Color_Stressor,Control_,2019-05-24,SY,21.5,28.9,117,1.02681992337165,-0.0268199233716476,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,6,70,2019-06-25,Fledged,1,132,Control_Dull,281128730,2019-06-13,6,18,53,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_80
278172150,Unit_2,80,F,Color_Stressor,Control_,2019-05-24,SY,21.5,28.9,117,1.02681992337165,-0.0268199233716476,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,6,70,2019-06-25,Fledged,1,132,Control_Dull,281128731,2019-06-13,6,14,49,NA,NA,Died,Nestling,16.4843750002708,Unit_2_80
278172150,Unit_2,80,F,Color_Stressor,Control_,2019-05-24,SY,21.5,28.9,117,1.02681992337165,-0.0268199233716476,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,6,70,2019-06-25,Fledged,1,132,Control_Dull,281128732,2019-06-13,6,18,54,NA,NA,Died,Nestling,16.4843750002708,Unit_2_80
278172152,Unit_2,41,F,Color_Stressor,Predator,2019-05-29,SY,22.75,28.6,116,0.00418060200668896,0.995819397993311,299,2019-06-03,Base/2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Predator_Dull,281128502,2019-06-17,4,19.5,44,NA,NA,Fledged,Nestling,15.815972222401,Unit_2_41
278172152,Unit_2,41,F,Color_Stressor,Predator,2019-05-29,SY,22.75,28.6,116,0.00418060200668896,0.995819397993311,299,2019-06-03,Base/2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Predator_Dull,281128503,2019-06-17,4,18.5,42,NA,NA,Fledged,Nestling,15.815972222401,Unit_2_41
278172152,Unit_2,41,F,Color_Stressor,Predator,2019-05-29,SY,22.75,28.6,116,0.00418060200668896,0.995819397993311,299,2019-06-03,Base/2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Predator_Dull,281128504,2019-06-17,4,18.5,51,NA,NA,Fledged,Nestling,15.815972222401,Unit_2_41
278172152,Unit_2,41,F,Color_Stressor,Predator,2019-05-29,SY,22.75,28.6,116,0.00418060200668896,0.995819397993311,299,2019-06-03,Base/2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Predator_Dull,281128505,2019-06-17,4,17.5,38.5,NA,NA,Fledged,Nestling,15.815972222401,Unit_2_41
278172153,Unit_2,127,F,Color_Stressor,Predator,2019-05-29,SY,20,28.1,113,0.652173913043478,0.347826086956522,299,2019-06-03,Base/2nd,1,2019-05-14,6,5,60,2019-06-19,Died,0,134,Predator_Control,281128646,2019-06-16,5,16.5,45,NA,NA,Died,Nestling,16.1979166668281,Unit_2_127
278172153,Unit_2,127,F,Color_Stressor,Predator,2019-05-29,SY,20,28.1,113,0.652173913043478,0.347826086956522,299,2019-06-03,Base/2nd,1,2019-05-14,6,5,60,2019-06-19,Died,0,134,Predator_Control,281128647,2019-06-16,5,16.75,41,NA,NA,Died,Nestling,16.1979166668281,Unit_2_127
278172153,Unit_2,127,F,Color_Stressor,Predator,2019-05-29,SY,20,28.1,113,0.652173913043478,0.347826086956522,299,2019-06-03,Base/2nd,1,2019-05-14,6,5,60,2019-06-19,Died,0,134,Predator_Control,281128648,2019-06-16,5,13.5,37,NA,NA,Died,Nestling,16.1979166668281,Unit_2_127
278172153,Unit_2,127,F,Color_Stressor,Predator,2019-05-29,SY,20,28.1,113,0.652173913043478,0.347826086956522,299,2019-06-03,Base/2nd,1,2019-05-14,6,5,60,2019-06-19,Died,0,134,Predator_Control,281128649,2019-06-16,5,11,31,NA,NA,Died,Nestling,16.1979166668281,Unit_2_127
278172153,Unit_2,127,F,Color_Stressor,Predator,2019-05-29,SY,20,28.1,113,0.652173913043478,0.347826086956522,299,2019-06-03,Base/2nd,1,2019-05-14,6,5,60,2019-06-19,Died,0,134,Predator_Control,281128650,2019-06-16,5,16.5,43,NA,NA,Died,Nestling,16.1979166668281,Unit_2_127
278172154,Unit_2,75,F,Color_Stressor,Control_,2019-05-29,SY,20,28.1,116,NA,NA,NA,NA,NA,1,2019-05-17,6,6,74,2019-06-29,Fledged,3,137,Control_Dull,281128808,2019-06-17,6,13.5,31,NA,NA,Fledged,Nestling,15.815972222401,Unit_2_75
278172154,Unit_2,75,F,Color_Stressor,Control_,2019-05-29,SY,20,28.1,116,NA,NA,NA,NA,NA,1,2019-05-17,6,6,74,2019-06-29,Fledged,3,137,Control_Dull,281128809,2019-06-17,6,14.5,35,NA,NA,Fledged,Nestling,15.815972222401,Unit_2_75
278172154,Unit_2,75,F,Color_Stressor,Control_,2019-05-29,SY,20,28.1,116,NA,NA,NA,NA,NA,1,2019-05-17,6,6,74,2019-06-29,Fledged,3,137,Control_Dull,281128810,2019-06-17,6,16.5,36,NA,NA,Fledged,Nestling,15.815972222401,Unit_2_75
278172154,Unit_2,75,F,Color_Stressor,Control_,2019-05-29,SY,20,28.1,116,NA,NA,NA,NA,NA,1,2019-05-17,6,6,74,2019-06-29,Fledged,3,137,Control_Dull,281128811,2019-06-17,6,19.25,39,NA,NA,Fledged,Nestling,15.815972222401,Unit_2_75
278172154,Unit_2,75,F,Color_Stressor,Control_,2019-05-29,SY,20,28.1,116,NA,NA,NA,NA,NA,1,2019-05-17,6,6,74,2019-06-29,Fledged,3,137,Control_Dull,281128812,2019-06-17,6,9.25,24,NA,NA,Fledged,Nestling,15.815972222401,Unit_2_75
278172154,Unit_2,75,F,Color_Stressor,Control_,2019-05-29,SY,20,28.1,116,NA,NA,NA,NA,NA,1,2019-05-17,6,6,74,2019-06-29,Fledged,3,137,Control_Dull,281128813,2019-06-17,6,16.25,39,NA,NA,"Check if this should really be from unit 2 box 75? If so, set fate to fledged for both and check that nest table fledged number is 6.",Nestling,15.815972222401,Unit_2_75
278172158,Unit_2,105,F,Color_Stressor,Predator,2019-06-01,SY,19.5,28.3,111,NA,NA,NA,NA,NA,1,2019-05-20,6,5,48,2019-07-02,Fledged,5,140,Predator_Dull,281128755,2019-06-20,5,18,45,NA,NA,Fledged,Nestling,17.285879629776,Unit_2_105
278172158,Unit_2,105,F,Color_Stressor,Predator,2019-06-01,SY,19.5,28.3,111,NA,NA,NA,NA,NA,1,2019-05-20,6,5,48,2019-07-02,Fledged,5,140,Predator_Dull,281128756,2019-06-20,5,14.5,44,NA,NA,Fledged,Nestling,17.285879629776,Unit_2_105
278172158,Unit_2,105,F,Color_Stressor,Predator,2019-06-01,SY,19.5,28.3,111,NA,NA,NA,NA,NA,1,2019-05-20,6,5,48,2019-07-02,Fledged,5,140,Predator_Dull,281128757,2019-06-20,5,22.75,49,NA,NA,Fledged,Nestling,17.285879629776,Unit_2_105
278172158,Unit_2,105,F,Color_Stressor,Predator,2019-06-01,SY,19.5,28.3,111,NA,NA,NA,NA,NA,1,2019-05-20,6,5,48,2019-07-02,Fledged,5,140,Predator_Dull,281128758,2019-06-20,5,11.5,36,NA,NA,Fledged,Nestling,17.285879629776,Unit_2_105
278172158,Unit_2,105,F,Color_Stressor,Predator,2019-06-01,SY,19.5,28.3,111,NA,NA,NA,NA,NA,1,2019-05-20,6,5,48,2019-07-02,Fledged,5,140,Predator_Dull,281128759,2019-06-20,5,9.75,25,NA,NA,Fledged,Nestling,17.285879629776,Unit_2_105
278172162,Unit_2,34,F,Color_Stressor,Control_,2019-06-05,SY,22,28.3,116,0.145937813440321,0.854062186559679,498.5,2019-06-10,Base/2nd,1,2019-05-25,5,4,50,2019-07-07,Fledged,3,145,Control_Dull,281128768,2019-06-24,4,18.5,44,NA,NA,Died,Nestling,18.310185185125,Unit_2_34
278172162,Unit_2,34,F,Color_Stressor,Control_,2019-06-05,SY,22,28.3,116,0.145937813440321,0.854062186559679,498.5,2019-06-10,Base/2nd,1,2019-05-25,5,4,50,2019-07-07,Fledged,3,145,Control_Dull,281128769,2019-06-24,4,17,49,NA,NA,Fledged,Nestling,18.310185185125,Unit_2_34
278172162,Unit_2,34,F,Color_Stressor,Control_,2019-06-05,SY,22,28.3,116,0.145937813440321,0.854062186559679,498.5,2019-06-10,Base/2nd,1,2019-05-25,5,4,50,2019-07-07,Fledged,3,145,Control_Dull,281128770,2019-06-24,4,20.25,47,NA,NA,Fledged,Nestling,18.310185185125,Unit_2_34
278172162,Unit_2,34,F,Color_Stressor,Control_,2019-06-05,SY,22,28.3,116,0.145937813440321,0.854062186559679,498.5,2019-06-10,Base/2nd,1,2019-05-25,5,4,50,2019-07-07,Fledged,3,145,Control_Dull,281128771,2019-06-24,4,17.25,40,NA,NA,Fledged,Nestling,18.310185185125,Unit_2_34
278172163,Unit_2,14,F,Color_Stressor,Predator,2019-06-07,ASY,22,29.4,116,0.302375809935205,0.697624190064795,231.5,2019-06-12,Base/2nd,1,2019-05-27,5,3,40,2019-07-08,Fledged,3,147,Predator_Dull,278172294,2019-06-26,3,24,50,NA,NA,Fledged,Nestling,19.2418981480937,Unit_2_14
278172163,Unit_2,14,F,Color_Stressor,Predator,2019-06-07,ASY,22,29.4,116,0.302375809935205,0.697624190064795,231.5,2019-06-12,Base/2nd,1,2019-05-27,5,3,40,2019-07-08,Fledged,3,147,Predator_Dull,278172295,2019-06-26,3,23,53,NA,NA,Fledged,Nestling,19.2418981480937,Unit_2_14
278172163,Unit_2,14,F,Color_Stressor,Predator,2019-06-07,ASY,22,29.4,116,0.302375809935205,0.697624190064795,231.5,2019-06-12,Base/2nd,1,2019-05-27,5,3,40,2019-07-08,Fledged,3,147,Predator_Dull,278172296,2019-06-26,3,23,55,NA,NA,Fledged,Nestling,19.2418981480937,Unit_2_14
278172224,Unit_1,47,F,Color_Stressor,Control_,2019-05-28,SY,21.75,28.3,112,0.500758725341426,0.499241274658574,329.5,2019-06-02,Base/2nd,1,2019-05-15,5,5,66,2019-06-28,Died,0,135,Control_Control,278172283,2019-06-16,4,18,47,NA,NA,Died,Nestling,16.1979166668281,Unit_1_47
278172224,Unit_1,47,F,Color_Stressor,Control_,2019-05-28,SY,21.75,28.3,112,0.500758725341426,0.499241274658574,329.5,2019-06-02,Base/2nd,1,2019-05-15,5,5,66,2019-06-28,Died,0,135,Control_Control,278172284,2019-06-16,4,14,45,NA,NA,Died,Nestling,16.1979166668281,Unit_1_47
278172224,Unit_1,47,F,Color_Stressor,Control_,2019-05-28,SY,21.75,28.3,112,0.500758725341426,0.499241274658574,329.5,2019-06-02,Base/2nd,1,2019-05-15,5,5,66,2019-06-28,Died,0,135,Control_Control,278172285,2019-06-16,4,17.5,51,NA,NA,Died,Nestling,16.1979166668281,Unit_1_47
278172224,Unit_1,47,F,Color_Stressor,Control_,2019-05-28,SY,21.75,28.3,112,0.500758725341426,0.499241274658574,329.5,2019-06-02,Base/2nd,1,2019-05-15,5,5,66,2019-06-28,Died,0,135,Control_Control,278172286,2019-06-16,4,13,35,NA,NA,Died,Nestling,16.1979166668281,Unit_1_47
278172225,Unit_1,433,F,Water,Water,2019-05-28,ASY,24,29.3,113,0.1,0.9,90,2019-05-28,Stress/1st,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128628,2019-06-15,6,17.25,43,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_433
278172225,Unit_1,433,F,Water,Water,2019-05-28,ASY,24,29.3,113,0.1,0.9,90,2019-05-28,Stress/1st,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128629,2019-06-15,6,17,50,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_433
278172225,Unit_1,433,F,Water,Water,2019-05-28,ASY,24,29.3,113,0.1,0.9,90,2019-05-28,Stress/1st,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128630,2019-06-15,6,16.5,45,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_433
278172225,Unit_1,433,F,Water,Water,2019-05-28,ASY,24,29.3,113,0.1,0.9,90,2019-05-28,Stress/1st,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128631,2019-06-15,6,20.5,56,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_433
278172225,Unit_1,433,F,Water,Water,2019-05-28,ASY,24,29.3,113,0.1,0.9,90,2019-05-28,Stress/1st,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128632,2019-06-15,6,16,48,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_433
278172225,Unit_1,433,F,Water,Water,2019-05-28,ASY,24,29.3,113,0.1,0.9,90,2019-05-28,Stress/1st,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128633,2019-06-15,6,17.5,49,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_433
278172227,Unit_1,345,F,Water,Water,2019-05-28,ASY,22.5,28.5,116,NA,NA,NA,NA,NA,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128640,2019-06-15,6,17,48,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_345
278172227,Unit_1,345,F,Water,Water,2019-05-28,ASY,22.5,28.5,116,NA,NA,NA,NA,NA,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128641,2019-06-15,6,20.5,60,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_345
278172227,Unit_1,345,F,Water,Water,2019-05-28,ASY,22.5,28.5,116,NA,NA,NA,NA,NA,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128642,2019-06-15,6,19,54,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_345
278172227,Unit_1,345,F,Water,Water,2019-05-28,ASY,22.5,28.5,116,NA,NA,NA,NA,NA,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128643,2019-06-15,6,17,43,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_345
278172227,Unit_1,345,F,Water,Water,2019-05-28,ASY,22.5,28.5,116,NA,NA,NA,NA,NA,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128644,2019-06-15,6,16,51,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_345
278172227,Unit_1,345,F,Water,Water,2019-05-28,ASY,22.5,28.5,116,NA,NA,NA,NA,NA,1,2019-05-16,6,6,NA,2019-06-27,Fledged,6,136,Water,281128645,2019-06-15,6,18.25,50,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_345
278172228,Unit_1,370,F,Water,Water,2019-05-31,SY,22.75,28,115,0.546992481203008,0.453007518796992,266,2019-05-31,Stress/1st,1,2019-05-19,5,4,NA,2019-07-02,Fledged,2,139,Water,281128658,2019-06-20,2,21.25,52,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_370
278172228,Unit_1,370,F,Water,Water,2019-05-31,SY,22.75,28,115,0.546992481203008,0.453007518796992,266,2019-05-31,Stress/1st,1,2019-05-19,5,4,NA,2019-07-02,Fledged,2,139,Water,281128659,2019-06-20,2,21,45,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_370
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128665,2019-06-20,6,17,45,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128666,2019-06-20,6,15,42,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128667,2019-06-20,6,15.75,45,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128668,2019-06-20,6,14,40,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128669,2019-06-20,6,14.75,41,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128670,2019-06-20,6,13.5,39,NA,NA,Died,Nestling,17.285879629776,Unit_1_393
278172231,Unit_1,19,F,Water,Water,2019-06-21,SY,20.5,28.4,112,NA,NA,NA,NA,NA,1,2019-06-10,3,3,33,2019-07-21,NA,NA,161,Water,281128788,2019-07-09,3,22.75,54,NA,NA,Unknown,Nestling,21.7129629628646,Unit_1_19
278172231,Unit_1,19,F,Water,Water,2019-06-21,SY,20.5,28.4,112,NA,NA,NA,NA,NA,1,2019-06-10,3,3,33,2019-07-21,NA,NA,161,Water,281128789,2019-07-09,3,21.5,45,NA,NA,Unknown,Nestling,21.7129629628646,Unit_1_19
278172231,Unit_1,19,F,Water,Water,2019-06-21,SY,20.5,28.4,112,NA,NA,NA,NA,NA,1,2019-06-10,3,3,33,2019-07-21,NA,NA,161,Water,281128790,2019-07-09,3,19.75,53,NA,NA,Unknown,Nestling,21.7129629628646,Unit_1_19
278172233,Unit_1,86,F,Color_Stressor,Predator,2019-06-03,SY,20.75,28.5,117,0.403963414634146,0.596036585365854,164,2019-06-08,Base/2nd,1,2019-05-23,5,4,45,2019-07-04,Fledged,3,143,Predator_Control,281128680,2019-06-22,3,13,35,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_86
278172233,Unit_1,86,F,Color_Stressor,Predator,2019-06-03,SY,20.75,28.5,117,0.403963414634146,0.596036585365854,164,2019-06-08,Base/2nd,1,2019-05-23,5,4,45,2019-07-04,Fledged,3,143,Predator_Control,281128681,2019-06-22,3,17,37,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_86
278172233,Unit_1,86,F,Color_Stressor,Predator,2019-06-03,SY,20.75,28.5,117,0.403963414634146,0.596036585365854,164,2019-06-08,Base/2nd,1,2019-05-23,5,4,45,2019-07-04,Fledged,3,143,Predator_Control,281128682,2019-06-22,3,16,42,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_86
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128517,2019-06-21,6,12,32,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128518,2019-06-21,6,19.75,47,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128519,2019-06-21,6,16,37,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128520,2019-06-21,6,17,42,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128521,2019-06-21,6,20,48,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128522,2019-06-21,6,19,44,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
