Individual_Band,Site,Nest,Sex,Experiment,Treatment,Capture_Date,Age,Mass,Bill+Head,Flat_Wing,bk,Bacteria_Killing_Assay,positive,bka_date,Plasma_Analyzed,Attempt_Number,Clutch_Initiation_Date,Clutch_Size,Brood_Size_Hatching,Day6_Brood_Mass,Nest_Fate_Date,Nest_Fate,.fledged,ylaydate,Treatment2,Nestling_Band,Nestling_Banding_Date,Current_Brood_Size,Nestling_Mass,Nestling_Flat_Wing,Genetic_Mom,Genetic_Dad,Nestling_Fate,Adult_or_Nestling,temp,Unit_Box
272107361,Unit_2,31,F,Color_Stressor,Control_,2019-06-03,SY,20,28.4,109,0.192073170731707,0.807926829268293,164,2019-06-08,Base/2nd,1,2019-05-22,6,4,36,2019-07-04,Fledged,4,142,Control_Control,281128437,2019-06-22,4,21,42,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_31
272107361,Unit_2,31,F,Color_Stressor,Control_,2019-06-03,SY,20,28.4,109,0.192073170731707,0.807926829268293,164,2019-06-08,Base/2nd,1,2019-05-22,6,4,36,2019-07-04,Fledged,4,142,Control_Control,281128438,2019-06-22,4,20,48,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_31
272107361,Unit_2,31,F,Color_Stressor,Control_,2019-06-03,SY,20,28.4,109,0.192073170731707,0.807926829268293,164,2019-06-08,Base/2nd,1,2019-05-22,6,4,36,2019-07-04,Fledged,4,142,Control_Control,281128439,2019-06-22,4,19,45,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_31
272107361,Unit_2,31,F,Color_Stressor,Control_,2019-06-03,SY,20,28.4,109,0.192073170731707,0.807926829268293,164,2019-06-08,Base/2nd,1,2019-05-22,6,4,36,2019-07-04,Fledged,4,142,Control_Control,281128499,2019-06-22,4,19.75,41,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_31
272107436,Unit_1,301,F,Water,Water,2019-05-31,SY,22,27.8,113,0.116541353383459,0.883458646616541,266,2019-05-31,Stress/1st,1,2019-05-20,5,5,NA,2019-06-30,Fledged,3,140,Water,281128411,2019-06-18,5,17.25,38,NA,NA,Died,Nestling,16.0532407408385,Unit_1_301
272107436,Unit_1,301,F,Water,Water,2019-05-31,SY,22,27.8,113,0.116541353383459,0.883458646616541,266,2019-05-31,Stress/1st,1,2019-05-20,5,5,NA,2019-06-30,Fledged,3,140,Water,281128412,2019-06-18,5,18,47,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_301
272107436,Unit_1,301,F,Water,Water,2019-05-31,SY,22,27.8,113,0.116541353383459,0.883458646616541,266,2019-05-31,Stress/1st,1,2019-05-20,5,5,NA,2019-06-30,Fledged,3,140,Water,281128413,2019-06-18,5,16.5,42,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_301
272107436,Unit_1,301,F,Water,Water,2019-05-31,SY,22,27.8,113,0.116541353383459,0.883458646616541,266,2019-05-31,Stress/1st,1,2019-05-20,5,5,NA,2019-06-30,Fledged,3,140,Water,281128415,2019-06-18,5,17,40,NA,NA,Died,Nestling,16.0532407408385,Unit_1_301
272107436,Unit_1,301,F,Water,Water,2019-05-31,SY,22,27.8,113,0.116541353383459,0.883458646616541,266,2019-05-31,Stress/1st,1,2019-05-20,5,5,NA,2019-06-30,Fledged,3,140,Water,281128417,2019-06-18,5,12.5,25.5,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_301
272107699,Unit_1,430,F,Water,Water,2019-05-31,ASY,21.5,29.2,116,NA,NA,NA,NA,NA,1,2019-05-19,6,6,NA,2019-06-30,Fledged,6,139,Water,281128424,2019-06-18,6,14.5,37,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_430
272107699,Unit_1,430,F,Water,Water,2019-05-31,ASY,21.5,29.2,116,NA,NA,NA,NA,NA,1,2019-05-19,6,6,NA,2019-06-30,Fledged,6,139,Water,281128425,2019-06-18,6,16,37,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_430
272107699,Unit_1,430,F,Water,Water,2019-05-31,ASY,21.5,29.2,116,NA,NA,NA,NA,NA,1,2019-05-19,6,6,NA,2019-06-30,Fledged,6,139,Water,281128426,2019-06-18,6,13,32,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_430
272107699,Unit_1,430,F,Water,Water,2019-05-31,ASY,21.5,29.2,116,NA,NA,NA,NA,NA,1,2019-05-19,6,6,NA,2019-06-30,Fledged,6,139,Water,281128427,2019-06-18,6,17.75,38,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_430
272107699,Unit_1,430,F,Water,Water,2019-05-31,ASY,21.5,29.2,116,NA,NA,NA,NA,NA,1,2019-05-19,6,6,NA,2019-06-30,Fledged,6,139,Water,281128428,2019-06-18,6,20,42,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_430
272107699,Unit_1,430,F,Water,Water,2019-05-31,ASY,21.5,29.2,116,NA,NA,NA,NA,NA,1,2019-05-19,6,6,NA,2019-06-30,Fledged,6,139,Water,281128429,2019-06-18,6,18,42,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_430
272107739,Unit_2,111,F,Color_Stressor,Control_,2019-05-16,ASY,17,28.1,109,NA,NA,NA,NA,NA,1,2019-05-05,5,5,68,2019-06-16,Died,0,125,Control_Dull,281128709,2019-06-06,5,15.5,47,NA,NA,Died,Nestling,15.4542824075781,Unit_2_111
272107739,Unit_2,111,F,Color_Stressor,Control_,2019-05-16,ASY,17,28.1,109,NA,NA,NA,NA,NA,1,2019-05-05,5,5,68,2019-06-16,Died,0,125,Control_Dull,281128710,2019-06-06,5,19,50,NA,NA,Died,Nestling,15.4542824075781,Unit_2_111
272107739,Unit_2,111,F,Color_Stressor,Control_,2019-05-16,ASY,17,28.1,109,NA,NA,NA,NA,NA,1,2019-05-05,5,5,68,2019-06-16,Died,0,125,Control_Dull,281128711,2019-06-06,5,15.5,44.5,NA,NA,Died,Nestling,15.4542824075781,Unit_2_111
272107739,Unit_2,111,F,Color_Stressor,Control_,2019-05-16,ASY,17,28.1,109,NA,NA,NA,NA,NA,1,2019-05-05,5,5,68,2019-06-16,Died,0,125,Control_Dull,281128712,2019-06-06,5,19,50,NA,NA,Died,Nestling,15.4542824075781,Unit_2_111
272107739,Unit_2,111,F,Color_Stressor,Control_,2019-05-16,ASY,17,28.1,109,NA,NA,NA,NA,NA,1,2019-05-05,5,5,68,2019-06-16,Died,0,125,Control_Dull,281128713,2019-06-06,5,16.5,45,NA,NA,Died,Nestling,15.4542824075781,Unit_2_111
272107748,Unit_2,39,F,Color_Stressor,Control_,2019-05-24,ASY,23.5,28.2,120,NA,NA,NA,NA,NA,1,2019-05-12,6,5,66,2019-06-25,Fledged,5,132,Control_Control,281128737,2019-06-13,5,19.5,55,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_39
272107748,Unit_2,39,F,Color_Stressor,Control_,2019-05-24,ASY,23.5,28.2,120,NA,NA,NA,NA,NA,1,2019-05-12,6,5,66,2019-06-25,Fledged,5,132,Control_Control,281128738,2019-06-13,5,17.5,47,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_39
272107748,Unit_2,39,F,Color_Stressor,Control_,2019-05-24,ASY,23.5,28.2,120,NA,NA,NA,NA,NA,1,2019-05-12,6,5,66,2019-06-25,Fledged,5,132,Control_Control,281128739,2019-06-13,5,19.5,60,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_39
272107748,Unit_2,39,F,Color_Stressor,Control_,2019-05-24,ASY,23.5,28.2,120,NA,NA,NA,NA,NA,1,2019-05-12,6,5,66,2019-06-25,Fledged,5,132,Control_Control,281128740,2019-06-13,5,20,60,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_39
272107748,Unit_2,39,F,Color_Stressor,Control_,2019-05-24,ASY,23.5,28.2,120,NA,NA,NA,NA,NA,1,2019-05-12,6,5,66,2019-06-25,Fledged,5,132,Control_Control,281128741,2019-06-13,5,20,NA,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_39
272107750,Unit_1,365,F,Water,Water,2019-05-29,ASY,21.25,28.1,115,0.544061302681992,0.455938697318008,130.5,2019-05-29,Stress/1st,1,2019-05-14,7,6,NA,2019-06-30,Fledged,2,134,Water,281128430,2019-06-18,2,11.5,28,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_365
272107750,Unit_1,365,F,Water,Water,2019-05-29,ASY,21.25,28.1,115,0.544061302681992,0.455938697318008,130.5,2019-05-29,Stress/1st,1,2019-05-14,7,6,NA,2019-06-30,Fledged,2,134,Water,281128431,2019-06-18,2,14,32,NA,NA,Fledged,Nestling,16.0532407408385,Unit_1_365
272107786,Unit_2,103,F,Color_Stressor,Control_,2019-05-20,ASY,23,27.6,115.5,NA,NA,NA,NA,NA,1,2019-05-09,6,6,54,2019-06-27,Fledged,5,129,Control_Control,281128720,2019-06-10,6,22,48,NA,NA,Fledged,Nestling,16.2442129631927,Unit_2_103
272107786,Unit_2,103,F,Color_Stressor,Control_,2019-05-20,ASY,23,27.6,115.5,NA,NA,NA,NA,NA,1,2019-05-09,6,6,54,2019-06-27,Fledged,5,129,Control_Control,281128721,2019-06-10,6,22,51,NA,NA,Fledged,Nestling,16.2442129631927,Unit_2_103
272107786,Unit_2,103,F,Color_Stressor,Control_,2019-05-20,ASY,23,27.6,115.5,NA,NA,NA,NA,NA,1,2019-05-09,6,6,54,2019-06-27,Fledged,5,129,Control_Control,281128722,2019-06-10,6,19.5,45,NA,NA,Fledged,Nestling,16.2442129631927,Unit_2_103
272107786,Unit_2,103,F,Color_Stressor,Control_,2019-05-20,ASY,23,27.6,115.5,NA,NA,NA,NA,NA,1,2019-05-09,6,6,54,2019-06-27,Fledged,5,129,Control_Control,281128723,2019-06-10,6,21,48,NA,NA,Fledged,Nestling,16.2442129631927,Unit_2_103
272107786,Unit_2,103,F,Color_Stressor,Control_,2019-05-20,ASY,23,27.6,115.5,NA,NA,NA,NA,NA,1,2019-05-09,6,6,54,2019-06-27,Fledged,5,129,Control_Control,281128724,2019-06-10,6,24.5,50,NA,NA,Died,Nestling,16.2442129631927,Unit_2_103
272107786,Unit_2,103,F,Color_Stressor,Control_,2019-05-20,ASY,23,27.6,115.5,NA,NA,NA,NA,NA,1,2019-05-09,6,6,54,2019-06-27,Fledged,5,129,Control_Control,281128725,2019-06-10,6,23.25,56,NA,NA,Fledged,Nestling,16.2442129631927,Unit_2_103
272107790,Unit_1,435,F,Water,Water,2019-06-03,ASY,22.5,28.7,118,0.581939799331104,0.418060200668896,299,2019-06-03,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,2,140,Water,281128660,2019-06-20,5,10,28,NA,NA,Died,Nestling,17.285879629776,Unit_1_435
272107790,Unit_1,435,F,Water,Water,2019-06-03,ASY,22.5,28.7,118,0.581939799331104,0.418060200668896,299,2019-06-03,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,2,140,Water,281128661,2019-06-20,5,14.75,40,NA,NA,Died,Nestling,17.285879629776,Unit_1_435
272107790,Unit_1,435,F,Water,Water,2019-06-03,ASY,22.5,28.7,118,0.581939799331104,0.418060200668896,299,2019-06-03,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,2,140,Water,281128662,2019-06-20,5,17,43,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_435
272107790,Unit_1,435,F,Water,Water,2019-06-03,ASY,22.5,28.7,118,0.581939799331104,0.418060200668896,299,2019-06-03,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,2,140,Water,281128663,2019-06-20,5,14.75,43,NA,NA,Died,Nestling,17.285879629776,Unit_1_435
272107790,Unit_1,435,F,Water,Water,2019-06-03,ASY,22.5,28.7,118,0.581939799331104,0.418060200668896,299,2019-06-03,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,2,140,Water,281128664,2019-06-20,5,16.25,45,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_435
272107805,Unit_2,35,F,Color_Stressor,Predator,2019-05-20,ASY,22,28.4,114.5,NA,NA,NA,NA,NA,1,2019-05-09,5,5,55,2019-06-27,Fledged,2,129,Predator_Dull,278172168,2019-06-10,5,19.25,50,NA,NA,Fledged,Nestling,16.2442129631927,Unit_2_35
272107805,Unit_2,35,F,Color_Stressor,Predator,2019-05-20,ASY,22,28.4,114.5,NA,NA,NA,NA,NA,1,2019-05-09,5,5,55,2019-06-27,Fledged,2,129,Predator_Dull,281128716,2019-06-10,5,19.75,51,NA,NA,Fledged,Nestling,16.2442129631927,Unit_2_35
272107805,Unit_2,35,F,Color_Stressor,Predator,2019-05-20,ASY,22,28.4,114.5,NA,NA,NA,NA,NA,1,2019-05-09,5,5,55,2019-06-27,Fledged,2,129,Predator_Dull,281128717,2019-06-10,5,17,52,NA,NA,Fledged,Nestling,16.2442129631927,Unit_2_35
272107805,Unit_2,35,F,Color_Stressor,Predator,2019-05-20,ASY,22,28.4,114.5,NA,NA,NA,NA,NA,1,2019-05-09,5,5,55,2019-06-27,Fledged,2,129,Predator_Dull,281128718,2019-06-10,5,19.5,45,NA,NA,Died,Nestling,16.2442129631927,Unit_2_35
272107805,Unit_2,35,F,Color_Stressor,Predator,2019-05-20,ASY,22,28.4,114.5,NA,NA,NA,NA,NA,1,2019-05-09,5,5,55,2019-06-27,Fledged,2,129,Predator_Dull,281128719,2019-06-10,5,17,52,NA,NA,Died,Nestling,16.2442129631927,Unit_2_35
272107809,Unit_1,81,F,Color_Stressor,Control_,2019-05-29,ASY,22,27.5,117,0.122073578595318,0.877926421404682,299,2019-06-03,Base/2nd,1,2019-05-15,6,6,60,2019-06-28,Fledged,5,135,Control_Control,281128801,2019-06-16,5,17,48,NA,NA,Fledged,Nestling,16.1979166668281,Unit_1_81
272107809,Unit_1,81,F,Color_Stressor,Control_,2019-05-29,ASY,22,27.5,117,0.122073578595318,0.877926421404682,299,2019-06-03,Base/2nd,1,2019-05-15,6,6,60,2019-06-28,Fledged,5,135,Control_Control,281128802,2019-06-16,5,17,42,NA,NA,Fledged,Nestling,16.1979166668281,Unit_1_81
272107809,Unit_1,81,F,Color_Stressor,Control_,2019-05-29,ASY,22,27.5,117,0.122073578595318,0.877926421404682,299,2019-06-03,Base/2nd,1,2019-05-15,6,6,60,2019-06-28,Fledged,5,135,Control_Control,281128803,2019-06-16,5,16.5,49,NA,NA,Fledged,Nestling,16.1979166668281,Unit_1_81
272107809,Unit_1,81,F,Color_Stressor,Control_,2019-05-29,ASY,22,27.5,117,0.122073578595318,0.877926421404682,299,2019-06-03,Base/2nd,1,2019-05-15,6,6,60,2019-06-28,Fledged,5,135,Control_Control,281128804,2019-06-16,5,14,35,NA,NA,Fledged,Nestling,16.1979166668281,Unit_1_81
272107809,Unit_1,81,F,Color_Stressor,Control_,2019-05-29,ASY,22,27.5,117,0.122073578595318,0.877926421404682,299,2019-06-03,Base/2nd,1,2019-05-15,6,6,60,2019-06-28,Fledged,5,135,Control_Control,281128805,2019-06-16,5,18,54,NA,NA,Fledged,Nestling,16.1979166668281,Unit_1_81
272107855,Unit_2,62,F,Color_Stressor,Control_,2019-05-31,SY,20,27.6,114,0.375739644970414,0.624260355029586,84.5,2019-06-05,Base/2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_Control,281128751,2019-06-20,4,14.75,46,NA,NA,Fledged,Nestling,17.285879629776,Unit_2_62
272107855,Unit_2,62,F,Color_Stressor,Control_,2019-05-31,SY,20,27.6,114,0.375739644970414,0.624260355029586,84.5,2019-06-05,Base/2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_Control,281128752,2019-06-20,4,17.5,55,NA,NA,Fledged,Nestling,17.285879629776,Unit_2_62
272107855,Unit_2,62,F,Color_Stressor,Control_,2019-05-31,SY,20,27.6,114,0.375739644970414,0.624260355029586,84.5,2019-06-05,Base/2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_Control,281128753,2019-06-20,4,21,54,NA,NA,Fledged,Nestling,17.285879629776,Unit_2_62
272107855,Unit_2,62,F,Color_Stressor,Control_,2019-05-31,SY,20,27.6,114,0.375739644970414,0.624260355029586,84.5,2019-06-05,Base/2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_Control,281128754,2019-06-20,4,19.5,50,NA,NA,Fledged,Nestling,17.285879629776,Unit_2_62
278171870,Unit_2,12,F,Color_Stressor,Predator,2019-05-28,SY,22,28.4,115,NA,NA,NA,NA,NA,1,2019-05-17,5,5,59,2019-06-19,Died,0,137,Predator_Dull,281128651,2019-06-16,2,13,35,NA,NA,Died,Nestling,16.1979166668281,Unit_2_12
278171870,Unit_2,12,F,Color_Stressor,Predator,2019-05-28,SY,22,28.4,115,NA,NA,NA,NA,NA,1,2019-05-17,5,5,59,2019-06-19,Died,0,137,Predator_Dull,281128652,2019-06-16,2,10.5,30,NA,NA,Died,Nestling,16.1979166668281,Unit_2_12
278171872,Unit_2,3,F,Color_Stressor,Control_,2019-05-30,SY,20,26.5,114,1.08677685950413,-0.0867768595041322,121,2019-06-04,Base/2nd,1,2019-05-19,5,5,60,2019-06-30,Fledged,5,139,Control_Dull,281128506,2019-06-18,5,13.5,33,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_3
278171872,Unit_2,3,F,Color_Stressor,Control_,2019-05-30,SY,20,26.5,114,1.08677685950413,-0.0867768595041322,121,2019-06-04,Base/2nd,1,2019-05-19,5,5,60,2019-06-30,Fledged,5,139,Control_Dull,281128507,2019-06-18,5,21.5,52,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_3
278171872,Unit_2,3,F,Color_Stressor,Control_,2019-05-30,SY,20,26.5,114,1.08677685950413,-0.0867768595041322,121,2019-06-04,Base/2nd,1,2019-05-19,5,5,60,2019-06-30,Fledged,5,139,Control_Dull,281128508,2019-06-18,5,16,41,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_3
278171872,Unit_2,3,F,Color_Stressor,Control_,2019-05-30,SY,20,26.5,114,1.08677685950413,-0.0867768595041322,121,2019-06-04,Base/2nd,1,2019-05-19,5,5,60,2019-06-30,Fledged,5,139,Control_Dull,281128509,2019-06-18,5,17.5,41.5,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_3
278171872,Unit_2,3,F,Color_Stressor,Control_,2019-05-30,SY,20,26.5,114,1.08677685950413,-0.0867768595041322,121,2019-06-04,Base/2nd,1,2019-05-19,5,5,60,2019-06-30,Fledged,5,139,Control_Dull,281128510,2019-06-18,5,23.5,55.5,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_3
278171873,Unit_2,82,F,Color_Stressor,Control_,2019-05-30,SY,18.5,27.7,107,0.148760330578512,0.851239669421488,121,2019-06-04,Base/2nd,1,2019-05-18,6,6,73,2019-06-29,Died,0,138,Control_Control,281128806,2019-06-17,2,12.5,32,NA,NA,Died,Nestling,15.815972222401,Unit_2_82
278171873,Unit_2,82,F,Color_Stressor,Control_,2019-05-30,SY,18.5,27.7,107,0.148760330578512,0.851239669421488,121,2019-06-04,Base/2nd,1,2019-05-18,6,6,73,2019-06-29,Died,0,138,Control_Control,281128807,2019-06-17,2,11.5,24,NA,NA,Died,Nestling,15.815972222401,Unit_2_82
278171875,Unit_2,117,F,Color_Stressor,Control_,2019-05-30,SY,21.5,27.8,116.5,NA,NA,NA,NA,NA,1,2019-05-18,6,6,51,2019-07-03,Fledged,4,138,Control_Control,281128511,2019-06-18,5,13,27,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_117
278171875,Unit_2,117,F,Color_Stressor,Control_,2019-05-30,SY,21.5,27.8,116.5,NA,NA,NA,NA,NA,1,2019-05-18,6,6,51,2019-07-03,Fledged,4,138,Control_Control,281128512,2019-06-18,5,15,34,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_117
278171875,Unit_2,117,F,Color_Stressor,Control_,2019-05-30,SY,21.5,27.8,116.5,NA,NA,NA,NA,NA,1,2019-05-18,6,6,51,2019-07-03,Fledged,4,138,Control_Control,281128513,2019-06-18,5,11.75,29,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_117
278171875,Unit_2,117,F,Color_Stressor,Control_,2019-05-30,SY,21.5,27.8,116.5,NA,NA,NA,NA,NA,1,2019-05-18,6,6,51,2019-07-03,Fledged,4,138,Control_Control,281128514,2019-06-18,5,12,30,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_117
278171875,Unit_2,117,F,Color_Stressor,Control_,2019-05-30,SY,21.5,27.8,116.5,NA,NA,NA,NA,NA,1,2019-05-18,6,6,51,2019-07-03,Fledged,4,138,Control_Control,281128515,2019-06-18,5,13.5,29,NA,NA,Fledged,Nestling,16.0532407408385,Unit_2_117
278171877,Unit_2,9,F,Color_Stressor,Predator,2019-06-02,SY,22.5,28.6,113,0.872377622377622,0.127622377622378,143,2019-06-07,Base/2nd,1,2019-05-22,5,3,22,2019-07-03,Fledged,2,142,Predator_Dull,281128765,2019-06-21,3,16.5,43,NA,NA,Fledged,Nestling,17.6157407406615,Unit_2_9
278171877,Unit_2,9,F,Color_Stressor,Predator,2019-06-02,SY,22.5,28.6,113,0.872377622377622,0.127622377622378,143,2019-06-07,Base/2nd,1,2019-05-22,5,3,22,2019-07-03,Fledged,2,142,Predator_Dull,281128766,2019-06-21,3,17,38,NA,NA,Fledged,Nestling,17.6157407406615,Unit_2_9
278171877,Unit_2,9,F,Color_Stressor,Predator,2019-06-02,SY,22.5,28.6,113,0.872377622377622,0.127622377622378,143,2019-06-07,Base/2nd,1,2019-05-22,5,3,22,2019-07-03,Fledged,2,142,Predator_Dull,281128767,2019-06-21,3,18,35,NA,NA,Died,Nestling,17.6157407406615,Unit_2_9
278171896,Unit_2,78,F,Color_Stressor,Predator,2019-05-30,SY,20.25,29.3,120,1.18388429752066,-0.183884297520661,121,2019-06-04,Base/2nd,1,2019-05-11,4,3,29,2019-07-04,Fledged,3,131,Predator_Control,281128524,2019-06-22,3,18.75,43,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_78
278171896,Unit_2,78,F,Color_Stressor,Predator,2019-05-30,SY,20.25,29.3,120,1.18388429752066,-0.183884297520661,121,2019-06-04,Base/2nd,1,2019-05-11,4,3,29,2019-07-04,Fledged,3,131,Predator_Control,281128525,2019-06-22,3,20,47,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_78
278171896,Unit_2,78,F,Color_Stressor,Predator,2019-05-30,SY,20.25,29.3,120,1.18388429752066,-0.183884297520661,121,2019-06-04,Base/2nd,1,2019-05-11,4,3,29,2019-07-04,Fledged,3,131,Predator_Control,281128526,2019-06-22,3,15.75,47,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_78
278172094,Unit_1,305,F,Water,Water,2019-05-23,SY,20.75,29.2,115,NA,NA,NA,NA,NA,1,2019-05-11,6,6,NA,2019-06-24,Fledged,6,131,Water,278172240,2019-06-12,6,22,56,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_305
278172094,Unit_1,305,F,Water,Water,2019-05-23,SY,20.75,29.2,115,NA,NA,NA,NA,NA,1,2019-05-11,6,6,NA,2019-06-24,Fledged,6,131,Water,278172241,2019-06-12,6,21,55,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_305
278172094,Unit_1,305,F,Water,Water,2019-05-23,SY,20.75,29.2,115,NA,NA,NA,NA,NA,1,2019-05-11,6,6,NA,2019-06-24,Fledged,6,131,Water,278172242,2019-06-12,6,22.25,56,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_305
278172094,Unit_1,305,F,Water,Water,2019-05-23,SY,20.75,29.2,115,NA,NA,NA,NA,NA,1,2019-05-11,6,6,NA,2019-06-24,Fledged,6,131,Water,278172243,2019-06-12,6,21.5,53,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_305
278172094,Unit_1,305,F,Water,Water,2019-05-23,SY,20.75,29.2,115,NA,NA,NA,NA,NA,1,2019-05-11,6,6,NA,2019-06-24,Fledged,6,131,Water,278172244,2019-06-12,6,23,58,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_305
278172094,Unit_1,305,F,Water,Water,2019-05-23,SY,20.75,29.2,115,NA,NA,NA,NA,NA,1,2019-05-11,6,6,NA,2019-06-24,Fledged,6,131,Water,278172245,2019-06-12,6,22.75,56,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_305
278172095,Unit_1,363,F,Water,Water,2019-05-24,SY,21.25,28.8,121,NA,NA,NA,NA,NA,1,2019-05-11,5,4,NA,2019-06-24,Fledged,4,131,Water,278172252,2019-06-12,4,22,56,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_363
278172095,Unit_1,363,F,Water,Water,2019-05-24,SY,21.25,28.8,121,NA,NA,NA,NA,NA,1,2019-05-11,5,4,NA,2019-06-24,Fledged,4,131,Water,278172253,2019-06-12,4,23.5,60,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_363
278172095,Unit_1,363,F,Water,Water,2019-05-24,SY,21.25,28.8,121,NA,NA,NA,NA,NA,1,2019-05-11,5,4,NA,2019-06-24,Fledged,4,131,Water,278172254,2019-06-12,4,23.75,57,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_363
278172095,Unit_1,363,F,Water,Water,2019-05-24,SY,21.25,28.8,121,NA,NA,NA,NA,NA,1,2019-05-11,5,4,NA,2019-06-24,Fledged,4,131,Water,278172255,2019-06-12,4,24.25,50,NA,NA,Fledged,Nestling,17.1903935187604,Unit_1_363
278172096,Unit_1,421,F,Water,Water,2019-05-24,ASY,23.75,28.3,112,NA,NA,NA,NA,NA,1,2019-05-12,6,4,NA,2019-06-25,Fledged,3,132,Water,278172262,2019-06-13,3,20.5,55,NA,NA,Fledged,Nestling,16.4843750002708,Unit_1_421
278172096,Unit_1,421,F,Water,Water,2019-05-24,ASY,23.75,28.3,112,NA,NA,NA,NA,NA,1,2019-05-12,6,4,NA,2019-06-25,Fledged,3,132,Water,278172263,2019-06-13,3,21.25,60,NA,NA,Fledged,Nestling,16.4843750002708,Unit_1_421
278172096,Unit_1,421,F,Water,Water,2019-05-24,ASY,23.75,28.3,112,NA,NA,NA,NA,NA,1,2019-05-12,6,4,NA,2019-06-25,Fledged,3,132,Water,278172264,2019-06-13,3,22.5,52,NA,NA,Fledged,Nestling,16.4843750002708,Unit_1_421
278172097,Unit_1,306,F,Water,Water,2019-05-25,SY,22,20.3,117,NA,NA,NA,NA,NA,1,2019-05-13,6,6,NA,2019-06-25,Fledged,5,133,Water,278172256,2019-06-13,6,19.5,49,NA,NA,Fledged,Nestling,16.4843750002708,Unit_1_306
278172097,Unit_1,306,F,Water,Water,2019-05-25,SY,22,20.3,117,NA,NA,NA,NA,NA,1,2019-05-13,6,6,NA,2019-06-25,Fledged,5,133,Water,278172257,2019-06-13,6,19,52,NA,NA,Fledged,Nestling,16.4843750002708,Unit_1_306
278172097,Unit_1,306,F,Water,Water,2019-05-25,SY,22,20.3,117,NA,NA,NA,NA,NA,1,2019-05-13,6,6,NA,2019-06-25,Fledged,5,133,Water,278172258,2019-06-13,6,20,51,NA,NA,Fledged,Nestling,16.4843750002708,Unit_1_306
278172097,Unit_1,306,F,Water,Water,2019-05-25,SY,22,20.3,117,NA,NA,NA,NA,NA,1,2019-05-13,6,6,NA,2019-06-25,Fledged,5,133,Water,278172259,2019-06-13,6,21,53,NA,NA,Fledged,Nestling,16.4843750002708,Unit_1_306
278172097,Unit_1,306,F,Water,Water,2019-05-25,SY,22,20.3,117,NA,NA,NA,NA,NA,1,2019-05-13,6,6,NA,2019-06-25,Fledged,5,133,Water,278172260,2019-06-13,6,19,54,NA,NA,Fledged,Nestling,16.4843750002708,Unit_1_306
