"hourcombo","unitbox","yday","year","f_rfid","m_rfid","Offset","Limit","Hour","FemFeed","MalFeed","FemTotal","MalTotal","dayhour","Offhour","date","temp","dew","wdir","wspeed","wgust","statpress","skycov","vis","weather","prec","prec_x","Individual_Band","Experiment","Treatment","f_age","jlaydate","Nest_Fate","Nest_Fate_Date",".fledged","Clutch_Size","Brood_Size_Hatching","Day6_Brood_Mass","Brood_Size_Day6","bk","bkc","positive","bka_date","Plasma_Analyzed"
"1_105-155-5","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,5,3,NA,12,NA,"155-5","1-5",2019-06-04,2.777777778,37,"calm",0,0,736.092,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-6","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,6,8,NA,45,NA,"155-6","1-6",2019-06-04,7.777777778,43,"calm",0,0,736.346,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-7","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,7,10,NA,25,NA,"155-7","1-7",2019-06-04,10,40,"Vrb",3.5,0,736.6,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-8","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,8,10,NA,15,NA,"155-8","1-8",2019-06-04,12.22222222,41,"Vrb",6.9,0,736.6,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-9","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,9,9,NA,26,NA,"155-9","1-9",2019-06-04,13.88888889,41,"Vrb",5.8,0,736.346,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-10","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,10,11,NA,31,NA,"155-10","1-10",2019-06-04,15.55555556,42,"WSW",10.4,0,736.092,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-11","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,11,12,NA,42,NA,"155-11","1-11",2019-06-04,17.22222222,43,"WNW",6.9,0,735.33,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-12","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,12,13,NA,22,NA,"155-12","1-12",2019-06-04,16.11111111,43,"WNW",6.9,0,735.076,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-13","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,13,10,NA,29,NA,"155-13","1-13",2019-06-04,17.77777778,44,"SW",5.8,0,734.314,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-14","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,14,7,NA,16,NA,"155-14","1-14",2019-06-04,17.77777778,43,"WSW",11.5,0,734.06,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-15","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,15,11,NA,41,NA,"155-15","1-15",2019-06-04,16.11111111,46,"W",4.6,0,733.806,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-16","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,16,9,NA,23,NA,"155-16","1-16",2019-06-04,16.11111111,45,"W",3.5,0,733.298,1,10,"clear",0.0127,"<0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-17","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,17,11,NA,34,NA,"155-17","1-17",2019-06-04,17.22222222,45,"calm",0,0,732.536,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-18","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,18,12,NA,38,NA,"155-18","1-18",2019-06-04,17.22222222,46,"E",3.5,0,732.282,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-19","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,19,12,NA,25,NA,"155-19","1-19",2019-06-04,15.55555556,47,"SE",5.8,0,731.774,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-155-20","1_105",155,2019,"04198E9F39","04195A5B3C",1,136.5,20,5,NA,20,NA,"155-20","1-20",2019-06-04,16.11111111,45,"S",9.2,0,731.266,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-5","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,5,4,NA,13,NA,"156-5","2-5",2019-06-05,17.77777778,54,"SSW",5.8,0,730.25,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-6","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,6,10,NA,21,NA,"156-6","2-6",2019-06-05,17.77777778,54,"SSW",4.6,0,730.504,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-7","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,7,10,NA,39,NA,"156-7","2-7",2019-06-05,18.88888889,57,NA,NA,0,730.25,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-8","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,8,11,NA,14,NA,"156-8","2-8",2019-06-05,20,59,"SSW",6.9,0,729.996,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-9","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,9,9,NA,15,NA,"156-9","2-9",2019-06-05,21.11111111,59,"S",8.1,0,729.742,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-10","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,10,8,NA,77,NA,"156-10","2-10",2019-06-05,22.77777778,60,"SE",6.9,0,729.234,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-11","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,11,9,NA,40,NA,"156-11","2-11",2019-06-05,25,63,"SSE",8.1,0,728.726,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-12","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,12,11,NA,12,NA,"156-12","2-12",2019-06-05,26.11111111,64,"S",9.2,0,727.964,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-13","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,13,11,NA,12,NA,"156-13","2-13",2019-06-05,23.88888889,60,"SSW",12.7,0,727.71,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-14","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,14,10,NA,99,NA,"156-14","2-14",2019-06-05,22.77777778,59,"S",6.9,0,727.202,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-15","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,15,9,NA,15,NA,"156-15","2-15",2019-06-05,22.22222222,61,"S",6.9,0,726.44,1,10,"clear",0.0127,"<0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-16","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,16,9,NA,24,NA,"156-16","2-16",2019-06-05,20.55555556,64,"SW",13.8,17.3,726.694,1,10,"light rain",0.0254,"0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-17","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,17,12,NA,15,NA,"156-17","2-17",2019-06-05,18.88888889,66,"S",6.9,0,726.694,1,10,"clear",0.0508,"0.0508","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-18","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,18,10,NA,11,NA,"156-18","2-18",2019-06-05,18.88888889,66,"SSE",5.8,0,726.44,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-19","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,19,11,NA,32,NA,"156-19","2-19",2019-06-05,19.44444444,65,"SSE",6.9,0,726.186,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-156-20","1_105",156,2019,"04198E9F39","04195A5B3C",2,136.5,20,4,NA,12,NA,"156-20","2-20",2019-06-05,18.88888889,66,"S",3.5,0,726.186,1,2,"moderate rain fog/mist",0.1524,"0.1524","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-5","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,5,4,NA,22,NA,"157-5","3-5",2019-06-06,15,59,"WNW",6.9,0,727.456,1,0.19,"heavy fog",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-6","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,6,5,NA,10,NA,"157-6","3-6",2019-06-06,13.88888889,57,"WNW",4.6,0,727.71,1,0.13,"heavy fog",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-7","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,7,6,NA,11,NA,"157-7","3-7",2019-06-06,13.88888889,57,"WNW",8.1,0,728.726,1,0.13,"heavy fog",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-8","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,8,6,NA,23,NA,"157-8","3-8",2019-06-06,12.77777778,55,"WNW",8.1,0,728.98,1,0.13,"heavy fog",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-9","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,9,6,NA,28,NA,"157-9","3-9",2019-06-06,12.77777778,55,"WNW",8.1,0,729.488,1,0.13,"light rain heavy fog",0.0127,"<0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-10","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,10,11,NA,17,NA,"157-10","3-10",2019-06-06,13.33333333,56,"WNW",10.4,0,730.25,1,0.13,"heavy fog",0.0127,"<0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-11","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,11,10,NA,24,NA,"157-11","3-11",2019-06-06,13.88888889,57,"W",6.9,0,730.504,1,0.25,"heavy fog",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-12","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,12,10,NA,14,NA,"157-12","3-12",2019-06-06,16.11111111,61,"W",6.9,0,730.504,1,6,"fog/mist",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-13","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,13,13,NA,24,NA,"157-13","3-13",2019-06-06,16.66666667,60,"W",5.8,0,730.504,0.8,9,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-14","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,14,12,NA,22,NA,"157-14","3-14",2019-06-06,18.88888889,57,"WNW",11.5,0,730.504,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-15","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,15,10,NA,22,NA,"157-15","3-15",2019-06-06,21.11111111,57,"WNW",8.1,0,730.504,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-16","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,16,11,NA,29,NA,"157-16","3-16",2019-06-06,20.55555556,57,"W",10.4,0,730.504,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-17","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,17,11,NA,15,NA,"157-17","3-17",2019-06-06,20,55,"WNW",9.2,0,730.504,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-18","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,18,12,NA,20,NA,"157-18","3-18",2019-06-06,20,52,"NNW",6.9,0,730.758,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-19","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,19,12,NA,20,NA,"157-19","3-19",2019-06-06,18.33333333,51,"NNW",6.9,0,730.758,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-157-20","1_105",157,2019,"04198E9F39","04195A5B3C",3,136.5,20,10,NA,38,NA,"157-20","3-20",2019-06-06,16.11111111,50,"N",4.6,0,731.266,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-5","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,5,12,NA,25,NA,"158-5","4-5",2019-06-07,7.777777778,46,"E",3.5,0,732.79,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-6","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,6,16,NA,29,NA,"158-6","4-6",2019-06-07,11.11111111,50,"E",4.6,0,733.044,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-7","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,7,12,NA,15,NA,"158-7","4-7",2019-06-07,13.88888889,51,"E",3.5,0,733.298,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-8","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,8,12,NA,25,NA,"158-8","4-8",2019-06-07,17.22222222,52,"calm",0,0,733.552,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-9","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,9,9,NA,14,NA,"158-9","4-9",2019-06-07,18.88888889,52,"calm",0,0,733.552,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-10","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,10,10,NA,11,NA,"158-10","4-10",2019-06-07,20,52,"WNW",4.6,0,733.552,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-11","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,11,12,NA,26,NA,"158-11","4-11",2019-06-07,21.11111111,52,"Vrb",6.9,0,733.552,0,9,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-12","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,12,12,NA,31,NA,"158-12","4-12",2019-06-07,22.22222222,54,"WNW",8.1,0,733.552,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-13","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,13,10,NA,15,NA,"158-13","4-13",2019-06-07,23.33333333,54,"WNW",9.2,0,733.298,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-14","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,14,13,NA,32,NA,"158-14","4-14",2019-06-07,22.77777778,54,"W",8.1,0,733.044,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-15","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,15,13,NA,30,NA,"158-15","4-15",2019-06-07,23.88888889,52,"NNW",8.1,0,733.044,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-16","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,16,11,NA,15,NA,"158-16","4-16",2019-06-07,23.88888889,52,"NW",12.7,16.1,733.044,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-17","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,17,13,NA,40,NA,"158-17","4-17",2019-06-07,22.77777778,50,"N",5.8,0,733.298,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-18","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,18,12,NA,19,NA,"158-18","4-18",2019-06-07,22.22222222,46,"N",5.8,0,733.298,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-19","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,19,11,NA,95,NA,"158-19","4-19",2019-06-07,20.55555556,48,"N",4.6,0,733.552,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-158-20","1_105",158,2019,"04198E9F39","04195A5B3C",4,55.5,20,21,NA,54,NA,"158-20","4-20",2019-06-07,16.11111111,52,"NNE",3.5,0,733.806,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-5","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,5,16,NA,29,NA,"159-5","5-5",2019-06-08,8.888888889,48,"ENE",6.9,0,737.108,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-6","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,6,14,NA,17,NA,"159-6","5-6",2019-06-08,12.77777778,48,"ENE",5.8,0,737.362,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-7","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,7,9,NA,25,NA,"159-7","5-7",2019-06-08,16.11111111,50,"E",5.8,0,737.87,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-8","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,8,8,NA,14,NA,"159-8","5-8",2019-06-08,18.88888889,50,"ENE",5.8,0,737.87,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-9","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,9,9,NA,33,NA,"159-9","5-9",2019-06-08,22.22222222,46,"Vrb",5.8,0,738.124,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-10","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,10,8,NA,22,NA,"159-10","5-10",2019-06-08,22.77777778,46,"Vrb",4.6,0,738.378,0,9,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-11","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,11,10,NA,26,NA,"159-11","5-11",2019-06-08,23.88888889,45,"Vrb",5.8,0,738.124,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-12","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,12,11,NA,39,NA,"159-12","5-12",2019-06-08,23.88888889,41,"Vrb",6.9,0,738.124,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
