"hourcombo","unitbox","yday","year","f_rfid","m_rfid","Offset","Limit","Hour","FemFeed","MalFeed","FemTotal","MalTotal","dayhour","Offhour","date","temp","dew","wdir","wspeed","wgust","statpress","skycov","vis","weather","prec","prec_x","Individual_Band","Experiment","Treatment","f_age","jlaydate","Nest_Fate","Nest_Fate_Date",".fledged","Clutch_Size","Brood_Size_Hatching","Day6_Brood_Mass","Brood_Size_Day6","bk","bkc","positive","bka_date","Plasma_Analyzed"
"2_31-168-7","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,7,3,NA,16,NA,"168-7","7-7",2019-06-17,12.77777778,55,"calm",0,0,733.806,1,4,"fog/mist",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-9","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,9,NA,5,NA,34,"168-9","7-9",2019-06-17,16.11111111,57,"calm",0,0,733.806,0.2,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-10","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,10,NA,10,NA,21,"168-10","7-10",2019-06-17,18.88888889,55,"NE",4.6,0,734.06,0,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-11","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,11,12,7,136,23,"168-11","7-11",2019-06-17,20,55,"Vrb",3.5,0,733.806,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-12","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,12,22,11,46,23,"168-12","7-12",2019-06-17,20,59,"Vrb",4.6,0,734.06,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-13","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,13,24,10,109,20,"168-13","7-13",2019-06-17,21.66666667,59,"Vrb",3.5,0,733.806,0,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-14","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,14,19,13,62,30,"168-14","7-14",2019-06-17,22.77777778,57,"Vrb",3.5,0,733.552,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-15","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,15,22,10,62,28,"168-15","7-15",2019-06-17,22.77777778,55,"Vrb",4.6,0,733.552,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-16","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,16,23,9,65,17,"168-16","7-16",2019-06-17,22.77777778,58,"Vrb",4.6,0,733.298,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-17","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,17,13,12,85,27,"168-17","7-17",2019-06-17,22.77777778,57,"calm",0,0,733.044,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-18","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,18,18,12,40,22,"168-18","7-18",2019-06-17,21.11111111,61,"NW",4.6,0,733.044,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-19","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,19,19,21,38,40,"168-19","7-19",2019-06-17,19.44444444,57,"calm",0,0,733.044,1,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-20","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,20,25,19,56,32,"168-20","7-20",2019-06-17,17.77777778,61,"calm",0,0,733.044,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-168-21","2_31",168,2019,"04198E18E4","04195A217C",7,36.5,21,2,NA,3,NA,"168-21","7-21",2019-06-17,16.11111111,61,"E",3.5,0,733.298,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-5","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,5,13,7,21,15,"169-5","8-5",2019-06-18,15,59,"ENE",4.6,0,732.282,0.2,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-6","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,6,18,12,22,24,"169-6","8-6",2019-06-18,16.11111111,61,"E",4.6,0,732.536,1,9,"light rain",0.0254,"0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-7","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,7,6,4,7,8,"169-7","8-7",2019-06-18,16.11111111,61,"E",5.8,0,732.536,1,6,"light rain fog/mist",0.0508,"0.0508","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-8","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,8,5,7,17,13,"169-8","8-8",2019-06-18,16.11111111,61,"calm",0,0,732.536,1,9,"light rain",0.0762,"0.0762","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-9","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,9,11,11,27,20,"169-9","8-9",2019-06-18,17.77777778,64,"E",5.8,0,732.028,0.8,10,"light rain",0.0254,"0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-10","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,10,12,11,34,25,"169-10","8-10",2019-06-18,18.33333333,65,"E",4.6,0,731.774,1,10,"clear",0.0127,"<0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-11","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,11,12,14,19,28,"169-11","8-11",2019-06-18,18.88888889,66,"ESE",4.6,0,732.028,1,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-12","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,12,9,8,118,12,"169-12","8-12",2019-06-18,22.22222222,64,"calm",0,0,731.774,1,6,"haze",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-13","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,13,11,10,68,15,"169-13","8-13",2019-06-18,22.22222222,65,"SE",3.5,0,731.774,1,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-14","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,14,14,19,198,36,"169-14","8-14",2019-06-18,22.77777778,64,"calm",0,0,731.266,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-15","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,15,16,17,180,37,"169-15","8-15",2019-06-18,22.77777778,64,"NNW",3.5,0,731.012,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-16","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,16,11,12,368,22,"169-16","8-16",2019-06-18,25,65,"calm",0,0,730.758,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-17","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,17,14,14,204,26,"169-17","8-17",2019-06-18,25,64,"ESE",3.5,0,730.504,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-18","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,18,19,18,200,33,"169-18","8-18",2019-06-18,25,64,"ESE",3.5,0,730.25,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-19","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,19,14,12,171,22,"169-19","8-19",2019-06-18,23.33333333,67,"calm",0,0,730.25,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-169-20","2_31",169,2019,"04198E18E4","04195A217C",8,36.5,20,18,19,35,33,"169-20","8-20",2019-06-18,22.22222222,66,"S",4.6,0,730.504,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-5","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,5,22,16,67,32,"170-5","9-5",2019-06-19,15,59,"E",3.5,0,729.742,0,8,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-6","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,6,7,11,54,19,"170-6","9-6",2019-06-19,17.77777778,64,"E",3.5,0,729.488,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-7","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,7,11,13,32,29,"170-7","9-7",2019-06-19,20,67,"SSE",3.5,0,729.742,1,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-8","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,8,10,13,173,26,"170-8","9-8",2019-06-19,21.11111111,66,"calm",0,0,729.742,1,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-9","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,9,9,14,186,26,"170-9","9-9",2019-06-19,22.22222222,66,"calm",0,0,729.742,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-10","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,10,9,20,110,38,"170-10","9-10",2019-06-19,22.77777778,68,"NNW",4.6,0,729.488,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-11","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,11,11,17,201,34,"170-11","9-11",2019-06-19,23.88888889,66,"Vrb",4.6,0,728.98,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-12","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,12,17,21,282,42,"170-12","9-12",2019-06-19,23.88888889,64,"calm",0,0,728.472,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-13","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,13,14,23,201,40,"170-13","9-13",2019-06-19,25.55555556,64,"calm",0,0,728.218,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-14","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,14,16,16,312,41,"170-14","9-14",2019-06-19,26.11111111,66,"N",3.5,0,727.71,0.2,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-15","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,15,14,21,126,42,"170-15","9-15",2019-06-19,27.22222222,66,"calm",0,0,727.456,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-16","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,16,14,10,414,26,"170-16","9-16",2019-06-19,27.22222222,67,"calm",0,0,726.694,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-17","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,17,11,12,281,23,"170-17","9-17",2019-06-19,27.22222222,66,"calm",0,0,726.694,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-18","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,18,10,10,90,27,"170-18","9-18",2019-06-19,23.88888889,66,"S",8.1,16.1,726.44,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-19","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,19,13,17,31,33,"170-19","9-19",2019-06-19,21.11111111,69,"E",4.6,0,726.694,1,9,"light rain",0.127,"0.127","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-170-20","2_31",170,2019,"04198E18E4","04195A217C",9,36.5,20,18,14,191,23,"170-20","9-20",2019-06-19,21.11111111,70,"SE",4.6,0,726.694,0.8,10,"thunderstorm moderate rain",0.0508,"0.0508","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-5","2_31",171,2019,"04198E18E4","04195A217C",10,20,5,7,6,29,12,"171-5","10-5",2019-06-20,20,68,"SE",6.9,0,723.9,1,9,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-6","2_31",171,2019,"04198E18E4","04195A217C",10,20,6,4,2,13,6,"171-6","10-6",2019-06-20,18.88888889,66,"SE",6.9,0,723.646,0.8,3,"thunderstorm moderate rain fog/mist",1.4224,"1.4224","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-7","2_31",171,2019,"04198E18E4","04195A217C",10,20,7,8,8,16,16,"171-7","10-7",2019-06-20,20,68,"S",4.6,0,723.392,1,10,"light rain",0.0508,"0.0508","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-8","2_31",171,2019,"04198E18E4","04195A217C",10,20,8,7,9,101,16,"171-8","10-8",2019-06-20,20,68,"SSE",5.8,0,723.138,1,8,"light rain",0.0254,"0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-9","2_31",171,2019,"04198E18E4","04195A217C",10,20,9,5,8,7,18,"171-9","10-9",2019-06-20,20,68,"SE",6.9,0,722.63,1,8,"light rain",0.0762,"0.0762","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-10","2_31",171,2019,"04198E18E4","04195A217C",10,20,10,9,11,104,22,"171-10","10-10",2019-06-20,21.66666667,71,"S",6.9,0,722.376,1,10,"clear",0.0254,"0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-11","2_31",171,2019,"04198E18E4","04195A217C",10,20,11,12,12,137,24,"171-11","10-11",2019-06-20,22.77777778,72,"S",8.1,0,722.122,1,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-12","2_31",171,2019,"04198E18E4","04195A217C",10,20,12,1,10,3,15,"171-12","10-12",2019-06-20,18.88888889,66,"WNW",12.7,24.2,722.122,1,0.5,"heavy thunderstorm moderate rain heavy fog",0.381,"0.381","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-13","2_31",171,2019,"04198E18E4","04195A217C",10,20,13,8,7,42,15,"171-13","10-13",2019-06-20,20,68,"WNW",9.2,0,722.376,1,10,"clear",1.0414,"1.0414","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-14","2_31",171,2019,"04198E18E4","04195A217C",10,20,14,9,13,80,27,"171-14","10-14",2019-06-20,18.88888889,66,"WNW",9.2,0,722.376,1,10,"light rain",0.0127,"<0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-15","2_31",171,2019,"04198E18E4","04195A217C",10,20,15,13,16,24,28,"171-15","10-15",2019-06-20,21.11111111,66,"NW",10.4,16.1,722.376,0.8,10,"clear",0.0127,"<0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-16","2_31",171,2019,"04198E18E4","04195A217C",10,20,16,10,16,106,26,"171-16","10-16",2019-06-20,20,67,"WNW",12.7,0,722.376,1,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-17","2_31",171,2019,"04198E18E4","04195A217C",10,20,17,14,15,286,25,"171-17","10-17",2019-06-20,18.88888889,66,"NW",8.1,0,722.376,1,9,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-18","2_31",171,2019,"04198E18E4","04195A217C",10,20,18,12,17,354,30,"171-18","10-18",2019-06-20,17.77777778,64,"WNW",8.1,0,722.376,1,3,"fog/mist",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-19","2_31",171,2019,"04198E18E4","04195A217C",10,20,19,9,12,132,22,"171-19","10-19",2019-06-20,17.22222222,63,"NW",4.6,0,722.63,1,0.25,"heavy fog",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-20","2_31",171,2019,"04198E18E4","04195A217C",10,20,20,14,15,73,28,"171-20","10-20",2019-06-20,17.22222222,63,"N",8.1,0,722.63,1,3,"fog/mist",0.0127,"<0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-171-21","2_31",171,2019,"04198E18E4","04195A217C",10,20,21,2,1,22,2,"171-21","10-21",2019-06-20,17.22222222,63,"WNW",5.8,0,722.884,1,1.75,"fog/mist",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-5","2_31",172,2019,"04198E18E4","04195A217C",11,20,5,5,2,52,5,"172-5","11-5",2019-06-21,13.88888889,57,"NNW",6.9,0,724.408,1,10,"light rain",0.127,"0.127","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-6","2_31",172,2019,"04198E18E4","04195A217C",11,20,6,7,7,21,12,"172-6","11-6",2019-06-21,13.88888889,57,"NW",10.4,17.3,725.17,1,10,"clear",0.0254,"0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-7","2_31",172,2019,"04198E18E4","04195A217C",11,20,7,4,5,20,10,"172-7","11-7",2019-06-21,14.44444444,58,"NW",10.4,0,726.186,1,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-8","2_31",172,2019,"04198E18E4","04195A217C",11,20,8,6,5,9,9,"172-8","11-8",2019-06-21,15,59,"NNW",13.8,19.6,726.948,0.8,10,"light rain",0.0127,"<0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-9","2_31",172,2019,"04198E18E4","04195A217C",11,20,9,6,11,69,19,"172-9","11-9",2019-06-21,17.22222222,61,"NW",15,0,727.456,0.8,10,"clear",0.0127,"<0.0254","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-10","2_31",172,2019,"04198E18E4","04195A217C",11,20,10,10,12,65,23,"172-10","11-10",2019-06-21,18.33333333,59,"NW",15,19.6,727.964,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-11","2_31",172,2019,"04198E18E4","04195A217C",11,20,11,4,8,13,16,"172-11","11-11",2019-06-21,20,57,"NW",15,21.9,728.218,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-12","2_31",172,2019,"04198E18E4","04195A217C",11,20,12,13,16,36,30,"172-12","11-12",2019-06-21,21.11111111,57,"NW",15,20.7,728.472,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-13","2_31",172,2019,"04198E18E4","04195A217C",11,20,13,15,12,38,23,"172-13","11-13",2019-06-21,19.44444444,55,"NW",16.1,23,729.234,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-14","2_31",172,2019,"04198E18E4","04195A217C",11,20,14,14,16,62,25,"172-14","11-14",2019-06-21,22.22222222,57,"NW",17.3,21.9,729.234,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-15","2_31",172,2019,"04198E18E4","04195A217C",11,20,15,14,22,35,39,"172-15","11-15",2019-06-21,21.11111111,54,"NNW",16.1,0,729.488,0.5,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
"2_31-172-16","2_31",172,2019,"04198E18E4","04195A217C",11,20,16,16,16,43,33,"172-16","11-16",2019-06-21,19.44444444,52,"NNW",8.1,0,729.488,0.8,10,"clear",0,"0","272107361","Color_Stressor","Control_Control","SY",142,"Fledged",2019-07-04,4,6,4,36,4,0.192073170731707,0.807926829268293,164,2019-06-08,"Base/2nd"
